objt_id,occu_year,occu_mt,occu_de,occu_tm,occu_day,occu_date,end_year,end_mt,end_de,end_tm,adres,rn_adres,resn,ar,amount,ctprvn_cd,sgg_cd,emd_cd,x,y,latitude,longitude
2407,2017,03,10,1135,금요일,2017-03-10,2017,03,10,1220,강원도 춘천시 동면 만천리 산11-3,,입산자 실화,0.01,1898,42,42110,42110310,14224604,4562271.31,37.87846529999999,127.7817911
2411,2017,03,10,1250,금요일,2017-03-10,2017,03,10,1410,강원도 삼척시 도계읍 늑구리 산38,,주택내 쓰레기 소각,0.1,3775,42,42230,42230250,14366597.18,4477348.634,37.2739417,129.0570926
2418,2017,03,10,2130,금요일,2017-03-10,2017,03,10,0000,강원도 홍천군 홍천읍 상오안리 산2,,원인미상(조사중),0.2,0,42,42720,42720250,14229637.64,4526826.951,37.6357344,127.8222378
2433,2017,03,11,1458,토요일,2017-03-11,2017,03,11,2000,강원도 양구군 남면 가오작리 산1,,방위사업청 무인기 시험사업 중 발화(추정),0.3,0,42,42800,42800310,14257592.2,4598414.042,38.1342898,128.0781301
2439,2017,03,11,1628,토요일,2017-03-11,2017,03,11,1900,강원도 홍천군 서면 팔봉리 산225,,입산자 실화,0.05,0,42,42720,42720370,14194037.58,4232748.659,37.696109,127.6949633
2449,2017,03,12,1745,일요일,2017-03-12,2017,03,12,1940,강원도 춘천시 서면 안보리 산24,,쓰레기 소각,0.3,4514,42,42110,42110350,14203443.31,4556685.99,37.8388546,127.5917056
2455,2017,03,13,1538,월요일,2017-03-13,2017,03,13,1700,강원도 영월군 김삿갓면 와석리 산97-2,,용접불티 비화(주택신축),0.3,4139,42,42750,42750325,14316333.53,4454405.2,37.1097076,128.6057913
2461,2017,03,14,1215,화요일,2017-03-14,2017,03,14,1400,강원도 화천군 상서면 다목리 94,,입산자 실화추정,0.1,4117,42,42790,42790330,14203281.23,4604166.145,38.1749216,127.5902445
2462,2017,03,14,1226,화요일,2017-03-14,2017,03,14,1455,강원도 춘천시 서면 안보리 산25-1,,논밭두렁 소각,0.3,6819,42,42110,42110350,14202653.81,4557114.645,37.8418934,127.5846056
2465,2017,03,14,1511,화요일,2017-03-14,2017,03,14,1820,강원도 홍천군 서면 모곡리 산120-1,,입산자 실화,0.5,9989,42,42720,42720370,14381218.41,4262295.888,37.6991418,127.5850099
2468,2017,03,15,1102,수요일,2017-03-15,2017,03,15,1230,강원도 춘천시 동산면 원창리 산342,,입산자 실화,0.05,1984,42,42110,42110320,14226247.08,4550742.85,37.7966787,127.7965498
2486,2017,03,17,1346,금요일,2017-03-17,2017,03,17,1447,강원도 철원군 동송읍 양지리 산5,,나뭇가지 채취 소각,0.1,337,42,42780,42780259,14169494.8,4617581.791,38.2704144,127.2866508
2493,2017,03,18,1300,토요일,2017-03-18,2017,03,18,1410,강원도 고성군 토성면 성천리 산27,,입산자 실화추정,0.1,2758,42,42820,42820330,14310011.57,4611252.859,38.2249521,128.5490203
2504,2017,03,18,1650,토요일,2017-03-18,2017,03,18,1800,강원도 원주시 흥업면 흥업리 산38,,건축물 화재(비닐하우스),0.03,3176,42,42130,42130370,14239728.59,4478720.422,37.2836663,127.9176573
2508,2017,03,19,1044,일요일,2017-03-19,2017,03,19,1239,강원도 평창군 용평면 도사리 418-1,,주택화재 비화,0.3,4478,42,42760,42760350,14298546.13,4527527.122,37.6316975,128.4460236
2510,2017,03,19,1058,일요일,2017-03-19,2017,03,19,1458,강원도 화천군 하남면 논미리 산184,,농산폐기물 소각,1.5,28055,42,42790,42790320,14209215.15,4595796.95,38.1157961,127.643554
2523,2017,03,19,1425,일요일,2017-03-19,2017,03,19,1515,강원도 영월군 영월읍 영흥리 산68,,쓰레기 소각,0.2,3976,42,42750,42750250,14302610.32,4467634.812,37.204393,128.4825356
2531,2017,03,19,1814,일요일,2017-03-19,2017,03,19,2000,강원도 춘천시 석사동 산69-1,,농산폐기물 소각,0.05,0,42,42110,42110124,14221064.39,4557676.985,37.84640539999999,127.7496908
2541,2017,03,22,1638,수요일,2017-03-22,2017,03,22,1735,강원도 인제군 인제읍 남북리 산4,,입산자 실화,0.01,1696,42,42810,42810250,14268508.42,4586673.625,38.07713270000001,128.1436063
2542,2017,03,22,1754,수요일,2017-03-22,2017,03,22,2015,강원도 화천군 사내면 사창리 산83,,입산자 실화추정,0.15,4645,42,42790,42790340,14194995.93,4592122.867,38.0898245,127.5158168
2546,2017,03,23,1342,목요일,2017-03-23,2017,03,23,1530,강원도 횡성군 갑천면 삼거리 산80,,산업현장 실화(추정),0.5,7546,42,42730,42730340,14258704.32,4518499.381,37.56744380000001,128.0881211
2573,2017,03,30,1510,목요일,2017-03-30,2017,03,30,1630,강원도 춘천시 서면 당림리 산1-1,,농산폐기물 소각,0.01,0,42,42110,42110350,14208862.13,4555745.941,37.8376926,127.6327187
2574,2017,03,30,1521,목요일,2017-03-30,2017,03,30,1730,강원도 홍천군 화촌면 성산리 산72,,농산폐기물 소각,0.51,6985,42,42720,42720310,14243603.73,4546948.031,37.7697326,127.9524675
2599,2017,04,04,1940,화요일,2017-04-04,2017,04,04,2115,강원도 철원군 갈말읍 문혜리 산140-4,,입산자 실화,0.1,432,42,42780,42780256,14176484.81,4607766.475,38.2003435,127.3495281
2603,2017,04,08,1328,토요일,2017-04-08,2017,04,08,1517,강원도 영월군 무릉도원면 운학리 산227,,화덕재 비화,0.3,4899,42,42750,42750380,14271265.14,4489712.003,37.3621848,128.2009555
2605,2017,04,10,1120,월요일,2017-04-10,2017,04,10,1400,강원도 원주시 소초면 평장리 산139-8,,숯공장 굴뚝불티 비화,0.2,15449,42,42130,42130310,14248427.85,4498713.5,37.42643,127.995805
2611,2017,04,10,1650,월요일,2017-04-10,2017,04,10,1920,강원도 철원군 서면 자등리 산335-1,,입산자 실화추정,0.01,0,42,42780,42780310,14185241.11,4598272.484,38.1332889,127.4281898
2613,2017,04,12,0840,수요일,2017-04-12,2017,04,12,1049,강원도 철원군 동송읍 상노리 산61,,농산폐기물 소각,0.01,4261,42,42780,42780259,14162846.41,4600495.14,38.1489924,127.2270156
2621,2017,04,13,1112,목요일,2017-04-13,2017,04,13,1400,강원도 춘천시 서면 덕두원리 산99,,담뱃불 실화추정,0.35,6496,42,42110,42110350,14211769.05,4559668.807,37.8601265,127.6650934
2625,2017,04,13,1541,목요일,2017-04-13,2017,04,13,1600,강원도 고성군 거진읍 화포리 291,,전기선 누전추정,0.02,576,42,42820,42820253,14296851.56,4643199.111,38.4500455,128.4308017
2635,2017,04,20,1130,목요일,2017-04-20,2017,04,20,1208,강원도 고성군 죽왕면 오봉리 산121-1,,입산자 실화,0.01,1812,42,42820,42820320,14302877.95,4626609.522,38.33324289999999,128.4849399
2638,2017,04,23,0308,일요일,2017-04-23,2017,04,23,0430,강원도 횡성군 횡성읍 조곡리 산30-2,,원인미상,0.06,134,42,42730,42730250,14251699.22,4508515.257,37.4963137,128.0251975
2640,2017,04,23,1311,일요일,2017-04-23,2017,04,23,1420,강원도 영월군 중동면 연상리 산133,,쓰레기 소각,0.2,1139,42,42750,42750310,14316443.95,4463778.434,37.176759,128.6068396
2641,2017,04,23,1403,일요일,2017-04-23,2017,04,23,1601,강원도 양구군 양구읍 도사리 산257,,원인미상,0.12,3567,42,42800,42800250,14248623.8,4604538.539,38.1775508,127.9975663
2643,2017,04,23,1535,일요일,2017-04-23,2017,04,23,1607,강원도 속초시 설악동 산40,,전기누전(전선피복 노출),0.01,7180,42,42210,42210112,14299950.19,4606545.421,38.1626862,128.4849533
2650,2017,04,24,1359,월요일,2017-04-24,2017,04,24,1449,강원도 강릉시 연곡면 동덕리 산88,,담뱃불 실화,0.3,7158,42,42150,42150370,14341065.91,4557368.166,37.8436905,128.8279877
2660,2017,04,26,1520,수요일,2017-04-26,2017,04,26,2100,강원도 홍천군 화촌면 풍천리 산77,,입산자 실화,0.2,0,42,42720,42720310,14237364.05,4555696.395,37.83182910000001,127.8964079
2676,2017,04,28,1400,금요일,2017-04-28,2017,04,28,2000,강원도 홍천군 내면 광원리 산197-1,,입산자 실화,0.1,0,42,42720,42720390,14298112.74,4558859.227,37.8085657,128.4668799
2679,2017,04,29,0520,토요일,2017-04-29,2017,04,29,0713,강원도 고성군 거진읍 송강리 산24-1,,입산자 실화,0.1,815,42,42820,42820253,14292160.22,4642465.07,38.4446359,128.3878736
2682,2017,04,29,1224,토요일,2017-04-29,2017,04,29,1345,강원도 춘천시 서면 방동리 산90,,입산자 실화,0.02,3186,42,42110,42110350,14210638.72,4566181.275,37.9061819,127.6563375
2687,2017,04,29,1557,토요일,2017-04-29,2017,04,29,1650,강원도 춘천시 동산면 원창리 산339,,입산자 실화추정,0.01,4890,42,42110,42110320,14225236.96,4550922.536,37.79795010000001,127.7874779
2689,2017,04,29,1833,토요일,2017-04-29,2017,04,30,1100,강원도 춘천시 칠전동 산97,,조사중,0.5,0,42,42110,42110126,14213150.03,4557240.446,37.8427853,127.678901
2699,2017,05,01,1230,월요일,2017-05-01,2017,05,01,1630,강원도 인제군 남면 관대리 산37-1,,조사중,0.5,0,42,42810,42810310,14261719.02,4588600.899,38.0649197,128.1152044
2702,2017,05,01,1440,월요일,2017-05-01,2017,05,01,1555,강원도 고성군 간성읍 탑동리 산11-1,,입산자 실화추정,0.05,8031,42,42820,42820250,14301947.92,4630756.506,38.362461,128.4765859
2704,2017,05,02,1230,화요일,2017-05-02,2017,05,02,1330,강원도 원주시 부론면 정산리 산24,,밭두렁 소각,0.1,3015,42,42130,42130350,14224874.96,4461694.05,37.1650231,127.7846555
2706,2017,05,02,1320,화요일,2017-05-02,2017,05,02,1510,강원도 원주시 문막읍 비두리 산201,,입산자 실화,0.05,4756,42,42130,42130250,14232161.56,4471438.986,37.2316045,127.8496843
2707,2017,05,02,1454,화요일,2017-05-02,2017,05,02,2000,강원도 홍천군 내촌면 와야리 산12-2,,"쓰레기 소각(국:0.15, 사:0.15)",0.3,0,42,42720,42720330,14298815.03,4645332.937,37.8131483,128.1637425
2708,2017,05,02,1501,화요일,2017-05-02,2017,05,02,1533,강원도 고성군 거진읍 화포리 산3,,입산자 실화,0.05,1447,42,42820,42820253,14267122.38,4553063.288,38.4650204,128.4484475
2712,2017,05,03,1117,수요일,2017-05-03,2017,05,03,1700,강원도 홍천군 북방면 성동리 산180,,입산자 실화,1.3,35592,42,42720,42720380,14233324.71,4542556.564,37.7385453,127.8601326
2717,2017,05,03,1430,수요일,2017-05-03,2017,05,03,1930,강원도 영월군 상동읍 내덕리 산53-1,,입산자 실화추정,0.5,33955,42,42750,42750253,14334794.39,4458416.97,37.1231203,128.7775615
2721,2017,05,03,1702,수요일,2017-05-03,2017,05,03,1900,강원도 홍천군 북방면 화동리 산32,,농산폐기물 소각(고춧대),0.05,4973,42,42720,42720380,14233699.07,4540031.163,37.7206026,127.8634929
2722,2017,05,03,1719,수요일,2017-05-03,2017,05,03,1830,강원도 영월군 영월읍 팔괴리 산1-2,,입산자 실화추정,0.01,1309,42,42750,42750250,14304210.64,4457774.5,37.1338039,128.4969157
2725,2017,05,03,2027,수요일,2017-05-03,2017,05,03,2350,강원도 영월군 상동읍 내덕리 산53-5,,입산자 실화추정,0.1,5748,42,42750,42750253,14344451.89,4456029.543,37.1231203,128.7775615
2728,2017,05,05,1450,금요일,2017-05-05,2017,05,05,1605,강원도 정선군 남면 낙동리 산120-4,,입산자 실화,0.1,8807,42,42770,42770320,14329628.37,4485082.247,37.3291241,128.7252405
2729,2017,05,05,1504,금요일,2017-05-05,2017,05,05,1545,강원도 강릉시 왕산면 대기리 산189,,입산자 실화,0.05,4788,42,42150,42150320,14335613.32,4522500.518,37.5819651,128.7568297
2732,2017,05,05,1823,금요일,2017-05-05,2017,05,05,2030,강원도 홍천군 동면 월운리 산50,,입산자 실화추정,0.01,1118,42,42720,42720350,14241140.79,4527774.948,37.6334614,127.9303462
2734,2017,05,06,1142,토요일,2017-05-06,2017,05,09,1120,강원도 삼척시 도계읍 점리 산83,,입산자 실화,765.12,7104000,42,42230,42230250,14361793.67,4474594.525,37.2541702,129.0141862
2739,2017,05,06,1359,토요일,2017-05-06,2017,05,06,1436,강원도 고성군 간성읍 신안리 산30,,입산자 실화추정,0.02,848,42,42820,42820250,14300949.81,4633644.238,38.3827971,128.4676164
2743,2017,05,06,1424,토요일,2017-05-06,2017,05,06,1630,강원도 홍천군 내촌면 도관리 산126,,주택화재 비화,0.47,7712,42,42720,42720330,14259718.68,4552037.681,37.8058653,128.097232
2745,2017,05,06,1532,토요일,2017-05-06,2017,05,09,0634,강원도 강릉시 성산면 어흘리 산293-1,,입산자 실화,252,6192000,42,42150,42150310,14338429.01,4540300.228,37.7225142,128.8043009
2753,2017,05,07,1914,일요일,2017-05-07,2017,05,07,2115,강원도 춘천시 북산면 오항리 산43,,입산자 실화추정,0.1,1542,42,42110,42110380,14236350.85,4578020.931,37.9900538,127.8873161
2754,2017,05,07,1947,일요일,2017-05-07,2017,05,07,2245,강원도 춘천시 북산면 조교리 산1-37,,원인미상(조사중),0.01,0,42,42110,42110380,14245253.56,4565713.445,37.9553699,127.9206207
2756,2017,05,08,1450,월요일,2017-05-08,2017,05,08,1900,강원도 홍천군 홍천읍 상오안리 산2,,입산자 실화,0.05,0,42,42720,42720250,14229637.64,4526826.951,37.6357344,127.8222378
2757,2017,05,09,1450,화요일,2017-05-09,2017,05,09,1615,강원도 원주시 흥업면 흥업리 산13-4,,입산자 실화,0.03,4637,42,42130,42130370,14102284.18,4183606.182,37.2945146,127.9262837
2761,2017,05,19,1332,금요일,2017-05-19,2017,05,19,1435,강원도 강릉시 왕산면 대기리 산697,,담뱃불 실화,0.06,5064,42,42150,42150320,14240688.85,4480238.48,37.5819651,128.7568297
2763,2017,05,20,1110,토요일,2017-05-20,2017,05,20,1255,강원도 양구군 동면 월운리 62-3,,입산자 실화추정,0.1,4003,42,42800,42800320,14254294.18,4610510.518,38.2197122,128.0485037
2764,2017,05,20,1239,토요일,2017-05-20,2017,05,20,1419,강원도 정선군 임계면 덕암리 산50-1,,입산자 실화추정,0.04,0,42,42770,42770350,14341357.1,4492875.243,37.3847694,128.8306015
2765,2017,05,20,1525,토요일,2017-05-20,2017,05,20,1644,강원도 화천군 사내면 삼일리 산196,,입산자 실화추정,0.06,3582,42,42790,42790340,14193693.47,4582068.362,38.0187034,127.5041161
2770,2017,05,21,1230,일요일,2017-05-21,2017,05,21,1700,강원도 인제군 상남면 상남리 산385-1,,입산자 실화,0.1,0,42,42810,42810350,14275720.22,4565116.859,37.8624543,128.2199006
2779,2017,05,25,1040,목요일,2017-05-25,2017,05,25,1500,강원도 춘천시 서면 방동리 산93,,조사중,0.05,0,42,42110,42110350,14208893.61,4566127.873,37.9058064,127.6406644
2782,2017,05,26,1107,금요일,2017-05-26,2017,05,26,1230,강원도 춘천시 서면 당림리 산9-2,,쓰레기 소각,0.01,2313,42,42110,42110350,14207689.25,4554326.251,37.8221089,127.6298455
2786,2017,05,27,1103,토요일,2017-05-27,2017,05,27,1225,강원도 평창군 용평면 노동리 산1-2,,쓰레기 소각(녹차티백),0.08,95,42,42760,42760350,14298283.46,4535400.706,37.6872009,128.4512023
2803,2017,06,01,0050,목요일,2017-06-01,2017,06,01,0305,강원도 원주시 문막읍 포진리 산35-1,,담뱃불 실화추정,0.3,1053,42,42130,42130250,14228799.84,4479595.271,37.2899168,127.8194835
2807,2017,06,02,1450,금요일,2017-06-02,2017,06,02,1600,강원도 강릉시 옥계면 북동리 산202,,입산자 실화,0.06,867,42,42150,42150350,14356855.03,4527412.297,37.630881,128.9698208
2811,2017,06,03,0530,토요일,2017-06-03,2017,06,03,1700,강원도 춘천시 동면 상걸리 산53,,조사중,0.2,0,42,42110,42110310,14231007.27,4558472.95,37.8515271,127.8393158
2816,2017,06,04,1050,일요일,2017-06-04,2017,06,04,1600,강원도 인제군 인제읍 고사리 산1,,입산자 실화,0.3,0,42,42810,42810250,14274630.3,4585782.562,38.044987,128.2311907
2817,2017,06,04,1158,일요일,2017-06-04,2017,06,04,1345,강원도 화천군 사내면 용담리 산47,,입산자 실화추정,0.1,4854,42,42790,42790340,14198870.12,4586765.385,38.0519372,127.5506215
2819,2017,06,04,1220,일요일,2017-06-04,2017,06,04,1408,강원도 철원군 근남면 잠곡리 산133-1,,담뱃불 실화추정,0.01,0,42,42780,42780320,14190682.23,4601884.263,38.15880689999999,127.4770687
2849,2017,06,17,1745,토요일,2017-06-17,2017,06,17,1900,강원도 횡성군 강림면 월현리 산285,,논밭두렁 소각,0.01,582,42,42730,42730380,14267267.49,4488454.572,37.3532088,128.1650428
2858,2017,06,19,1202,월요일,2017-06-19,2017,06,19,1300,강원도 강릉시 왕산면 대기리 산311,,입산자 실화,0.01,1693,42,42150,42150320,14335924.73,4521318.567,37.5819651,128.7568297
2866,2017,06,19,2114,월요일,2017-06-19,2017,06,19,0000,강원도 홍천군 서석면 수하리 산257,,쓰레기 소각,0.24,4183,42,42720,42720340,14265898.3,4543149.924,37.768125,128.1850253
2870,2017,06,21,1437,수요일,2017-06-21,2017,06,21,1610,강원도 철원군 갈말읍 문혜리 산92-2,,입산자 실화,0.01,1473,42,42780,42780256,14178896.38,4605085.131,38.1814115,127.3711935
2876,2017,06,22,1652,목요일,2017-06-22,2017,06,22,1800,강원도 양양군 서면 내현리 산62,,입산자 실화(조사중),0.02,4483,42,42830,42830310,14316539.7,4582138.98,38.0194538,128.6070559
2882,2017,06,23,1430,금요일,2017-06-23,2017,06,23,1800,강원도 횡성군 갑천면 병지방리 산1,,입산자 실화,0.01,0,42,42730,42730340,14259798.05,4525736.815,37.6189603,128.0979454
2913,2017,11,16,1315,목요일,2017-11-16,2017,11,16,1430,강원도 평창군 평창읍 대하리 산86,,입산자 실화,0.09,3443,42,42760,42760250,14289567.23,4483195.257,37.3156431,128.365366
2917,2017,11,16,1508,목요일,2017-11-16,2017,11,16,1613,강원도 홍천군 내촌면 물걸리 산275-1,,입산자 실화,0.5,8737,42,42720,42720330,14262430.41,4543501.702,37.7452593,128.1215937
2923,2017,11,19,1336,일요일,2017-11-19,2017,11,19,1430,강원도 정선군 여량면 유천리 산267,,입산자 실화,0.05,1680,42,42770,42770370,14328583.56,4511171.163,37.5019304,128.7080385
2928,2017,11,20,1158,월요일,2017-11-20,2017,11,20,1403,강원도 영월군 남면 조전리 산19,,쓰레기 소각(생활),0.3,0,42,42750,42750340,14299431.66,4455365.463,37.1165542,128.4539804
2943,2017,11,30,1114,목요일,2017-11-30,2017,11,30,1220,강원도 홍천군 홍천읍 장전평리 산82,,쓰레기 소각,0.05,660,42,42720,42720250,14237314.53,4530051.668,37.6496575,127.8959735
2954,2017,12,02,2104,토요일,2017-12-02,2017,12,02,2330,강원도 원주시 부론면 손곡리 산184,,석재공장 급수용 펌프모터 과열,0.2,904,42,42130,42130350,14226554.73,4474043.626,37.2502325,127.7993174
2956,2017,12,04,1938,월요일,2017-12-04,2017,12,04,2300,강원도 양양군 현북면 하광정리 산72,,주택화재,1.86,35316,42,42830,42830330,14328955.26,4581813.642,38.0168984,128.719197
2988,2017,12,22,1650,금요일,2017-12-22,2017,12,22,2100,강원도 양양군 서면 논화리 산42,,영농부산물 소각,0.81,20442,42,42830,42830310,14312900.5,4588774.952,38.0661501,128.5749747
3001,2018,01,02,2040,화요일,2018-01-02,2018,01,02,2230,강원도 원주시 소초면 교항리 산128-1,,입산자 실화,0.01,988,42,42130,42130310,14251973.7,4499319.21,37.4307472,128.0276783
3010,2018,01,10,2138,수요일,2018-01-10,2018,01,10,2240,강원도 양양군 양양읍 월리 산11,,주택화재 비화,0.02,2376,42,42830,42830250,14319101.58,4589138.622,38.068718,128.6306943
3012,2018,01,14,1953,일요일,2018-01-14,2018,01,15,0530,강원도 양양군 양양읍 화일리 산207외 14필,,주택화재 비화,17.73,937302,42,42830,42830250,14310340.51,4594154.132,38.104187,128.5519894
3031,2018,02,01,1340,목요일,2018-02-01,2018,02,01,1700,강원도 홍천군 서석면 검산리 산102,,입산자 실화,0.02,5529,42,42720,42720340,14275657.81,4542806.972,37.7403152,128.2404219
3050,2018,02,08,1500,목요일,2018-02-08,2018,02,08,1755,강원도 양구군 남면 가오작리 산1,,입산자 실화,0.06,5318,42,42800,42800310,14257590.32,4598413.469,38.1342898,128.0781301
3052,2018,02,09,0615,금요일,2018-02-09,2018,02,09,0800,강원도 춘천시 동산동 조양리 산7-11,,(화목)보일러 재투기,0.01,1106,42,42110,42110320,14230811.3,4544155.068,37.7499014,127.8375727
3063,2018,02,11,1325,일요일,2018-02-11,2018,02,11,1439,강원도 영월군 중동면 녹전리 산227-1외1,,주택화재 비화,0.2,9044,42,42750,42750310,14324909.78,4460338.741,37.1521863,128.6828598
3069,2018,02,11,1614,일요일,2018-02-11,2018,02,13,2100,강원도 삼척시 노곡면 하마읍리 산66,,주택화재 비화,161.14,7740405,42,42230,42230330,14381718.57,4477515.989,37.2753433,129.1926476
3070,2018,02,11,2127,일요일,2018-02-11,2018,02,13,2100,강원도 삼척시 도계읍 황조리 산106외34필,,원인미상,76.46,3542827,42,42230,42230250,14369727.23,4468238.614,37.2087085,129.0854649
3073,2018,02,12,1212,월요일,2018-02-12,2018,02,12,1350,강원도 횡성군 공근면 가곡리 산82,,(화목)보일러 재투기,0.1,5357,42,42730,42730360,14246346.38,4519157.5,37.5721302,127.9771244
3092,2018,02,16,1411,공요일,2018-02-16,2018,02,16,1520,강원도 평창군 평창읍 유동리 산22,,성묘객 실화추정,0.5,18452,42,42760,42760250,14290763.42,4488548.276,37.3538801,128.3761255
3114,2018,02,19,1503,월요일,2018-02-19,2018,02,19,1630,강원도 원주시 부론면 노림리 산41-2,,폐축사 화재,0.5,15770,42,42130,42130350,14224570.96,4474933.288,37.2565955,127.7815095
3122,2018,02,20,1556,화요일,2018-02-20,2018,02,20,1728,강원도 정선군 신동읍 운치리 879임,,농산부산시물 소각,0.1,6756,42,42770,42770259,14318009.87,4474409.803,37.2528541,128.6208837
3181,2018,03,14,1434,수요일,2018-03-14,2018,03,14,1530,강원도 춘천시 온의동 산35-1,,농산폐기물 소각,0.2,6595,42,42110,42110121,14217134.48,4560285.777,37.8643878,127.7147105
3187,2018,03,22,1430,목요일,2018-03-22,2018,03,22,1620,강원도 춘천시 남산동1가 방하리 산131-2외 2필지,,주택화재 비화,1.1,34421,42,42110,42110400,14206000.86,4546750.249,37.77727369999999,127.5398473
3197,2018,03,25,1955,일요일,2018-03-25,2018,03,25,2216,강원도 원주시 태장동 573-2,,입산자 실화,0.3,12364,42,42130,42130112,14244003.67,4491938.949,37.3780881,127.9560789
3198,2018,03,25,2120,일요일,2018-03-25,2018,03,25,2300,강원도 삼척시 근덕면 교곡리 산200,,주택화재 비화,0.2,9638,42,42230,42230310,14383334.37,4489184.504,37.358417,129.2077091
3214,2018,03,28,0619,수요일,2018-03-28,2018,03,28,2200,강원도 고성군 간성읍 탑동리 산19,,전선단락(추정),356.85,22107972,42,42820,42820250,14300992.23,4630046.581,38.3574563,128.4680093
3242,2018,04,01,1300,일요일,2018-04-01,2018,04,01,1520,강원도 철원군 동송읍 상노리 산75,,칡 채취 중 담뱃불 투기,0.1,7662,42,42780,42780259,14159759.3,4602682.068,38.1644615,127.1992952
3265,2018,04,09,1436,월요일,2018-04-09,2018,04,09,1830,강원도 삼척시 원덕읍 노곡리 산77-3외3개소,,원인미상,0.3,34478,42,42230,42230253,14397236.5,4469650.543,37.2188151,129.3325858
3278,2018,04,13,1251,금요일,2018-04-13,2018,04,13,1500,강원도 춘천시 동면 품걸리 산1-1,,쓰레기 소각,0.02,6095,42,42110,42110310,14239749.48,4560555.384,37.8662945,127.9178624
3296,2018,04,19,1930,목요일,2018-04-19,2018,04,20,0700,강원도 양양군 현남면 정자리 산58-1,,원인미상,13.08,356550,42,42830,42830340,14327939.45,4574333.702,37.9639438,128.710087
3298,2018,04,20,1338,금요일,2018-04-20,2018,04,20,1750,강원도 평창군 대관령면 수하리 산1,,입산자 담뱃불 실화추정,0.08,13235,42,42760,42760380,14326143.09,4524741.072,37.6118729,128.6939455
3307,2018,04,21,1048,토요일,2018-04-21,2018,04,21,1204,강원도 화천군 간동면 구만리 산65-1,,입산자 실화,0.15,5125,42,42790,42790310,14225044.62,4591754.553,38.0872202,127.7857673
3310,2018,04,21,1135,토요일,2018-04-21,2018,04,21,2300,강원도 인제군 인제읍 합강리 산18-1,,입산자 실화,3,129424,42,42810,42810250,14267300.39,4593181.587,38.0973111,128.1653512
3317,2018,04,21,1638,토요일,2018-04-21,2018,04,21,1840,강원도 춘천시 서면 덕두원리 산164-3,,입산자 실화,0.5,21046,42,42110,42110350,14211040.96,4556918.11,37.84040830000001,127.6599731
3319,2018,04,21,2135,토요일,2018-04-21,2018,04,22,0050,강원도 원주시 문막읍 대둔리 산35,,원인미상,0.5,16833,42,42130,42130250,14222383.31,4477073.231,37.2718868,127.7618624
3334,2018,06,01,1430,금요일,2018-06-01,2018,06,01,1800,강원도 춘천시 신북면 발산리 산32-1,,입산자 실화,0.01,7603,42,42110,42110250,14223668.93,4578161.979,37.9448674,127.171035
3350,2018,06,21,1159,목요일,2018-06-21,2018,06,21,1400,강원도 삼척시 노곡면 하마읍리 산66,,쓰레기 소각,0.01,4758,42,42230,42230330,14381718.57,4477515.989,37.2753433,129.1926476
3360,2018,06,22,1500,금요일,2018-06-22,2018,06,22,1930,강원도 양구군 남면 원리 산2-1,,입산자 실화,0.05,7387,42,42800,42800310,14254855.2,4587407.901,38.0564765,128.0535602
3361,2018,06,22,1802,금요일,2018-06-22,2018,06,23,2330,강원도 인제군 남면 관대리 산37-1,,입산자 실화,0.54,32414,42,42810,42810310,14261717.94,4588600.33,38.0649197,128.1152044
3364,2018,06,23,1420,토요일,2018-06-23,2018,06,23,2000,강원도 춘천시 북산면 추곡리 산261,,입산자 실화,0.01,5751,42,42110,42110380,14233832.4,4582232.169,38.0198606,127.8647082
3373,2018,06,24,1642,일요일,2018-06-24,2018,06,24,2000,강원도 홍천군 북방면 화동리 산47,,입산자 실화,1,33334,42,42720,42720380,14233826.28,4539090.618,37.71391879999999,127.8646561
3374,2018,06,24,1730,일요일,2018-06-24,2018,06,24,2000,강원도 홍천군 내촌면 화상대리 산46-1,,입산자 실화,0.15,6305,42,42720,42720330,14254987.78,4549601.173,37.78857989999999,128.0547502
3386,2018,07,29,1348,일요일,2018-07-29,2018,07,29,1900,강원도 춘천시 남면 가정리 산88,,예초기 과열추정,0.86,32145,42,42110,42110340,14200390.8,4543463.823,37.7449839,127.5642938
3392,2018,07,31,1504,화요일,2018-07-31,2018,07,31,1721,강원도 원주시 부론면 정산리 산106-2,,산업현장 담뱃불 실화추정,0.2,9093,42,42130,42130350,14226209.8,4467994.855,37.2069448,127.7962753
3393,2018,08,01,0851,수요일,2018-08-01,2018,08,01,1300,강원도 춘천시 동면 품걸리 산1-1,,조명탄 발화(조사중),0.1,12466,42,42110,42110310,14239749.48,4560555.384,37.8662945,127.9178624
3399,2018,08,03,1028,금요일,2018-08-03,2018,08,03,1310,강원도 횡성군 우천면 정금리 산131,,입산자 실화추정,1.04,37229,42,42730,42730310,14257976.49,4511308.955,37.5162161,128.081611
3405,2018,08,05,1635,일요일,2018-08-05,2018,08,05,1810,강원도 홍천군 동면 월운리 산13-1,,입산자 실화,0.03,2206,42,42720,42720350,14242069.71,4527975.075,37.634884,127.9387092
3406,2018,08,05,1828,일요일,2018-08-05,2018,08,05,1933,강원도 강릉시 왕산면 고단리 산92-1,,입산자 실화추정,0.02,2938,42,42150,42150320,14342619.49,4513373.082,37.5309479,128.8419427
