objt_id,occu_year,occu_mt,occu_de,occu_tm,occu_day,occu_date,end_year,end_mt,end_de,end_tm,adres,rn_adres,resn,ar,amount,ctprvn_cd,sgg_cd,emd_cd,x,y,latitude,longitude
1765,2015,09,29,1400,화요일,2015-09-29,2015,09,29,1650,강원도 원주시 문막읍 비두리 산235,,입산자실화추정,0.05,0,42,42130,42130250,14231387.72,4470588.512,37.2258253,127.8425383
1773,2015,10,06,1510,화요일,2015-10-06,2015,10,06,1740,강원도 철원군 갈말읍 문혜리 산140-8,,입산자실화추정,0.1,0,42,42780,42780256,14174753.42,4605642.665,38.1866299,127.3361839
1782,2015,10,11,1210,일요일,2015-10-11,2015,10,11,1639,강원도 춘천시 서면 당림리 산1-1,,낙뢰 추정,0.01,0,42,42110,42110350,14209426.01,4556117.041,37.8376926,127.6327187
1787,2015,10,16,1535,금요일,2015-10-16,2015,10,16,1630,강원도 정선군 정선읍 봉양리 산6-1,,어린이불장난추정,0.05,0,42,42770,42770250,14322560.44,4492896.479,37.3851494,128.6619103
1788,2015,10,17,0920,토요일,2015-10-17,2015,10,17,1502,강원도 강릉시 연곡면 삼산리 산1-1,,조사중,0.8,0,42,42150,42150370,14320412.15,4558205.221,37.8252325,128.6559552
1789,2015,10,17,1557,토요일,2015-10-17,2015,10,17,1807,강원도 철원군 갈말읍 문혜리 산304-2,,원인미상,0.05,0,42,42780,42780256,14175891.58,4603051.432,38.1646459,127.3443796
1797,2015,10,24,1202,토요일,2015-10-24,2015,10,24,1830,강원도 강릉시 왕산면 대기리 산818,,전기배선단락,0.5,0,42,42150,42150320,14328087.27,4518261.077,37.5819651,128.7568297
1803,2015,10,25,2248,일요일,2015-10-25,2015,10,26,0255,강원도 평창군 진부면 봉산리 산1,,원인미상,0.1,0,42,42760,42760360,14320159.35,4520350.719,37.58486449999999,128.6407742
1810,2015,11,01,1640,일요일,2015-11-01,2015,11,01,1805,강원도 홍천군 내면 방내리 산281,,입산자실화추정,0.1,0,42,42720,42720390,14276238.49,4554885.003,37.8107051,128.2724166
1811,2015,11,02,1350,월요일,2015-11-02,2015,11,02,1500,강원도 강릉시 연곡면 방내리 산100,,농산폐기물소각,0.03,0,42,42150,42150370,14341771.8,4560385.519,37.8650829,128.8343831
1815,2015,11,04,1035,수요일,2015-11-04,2015,11,04,1400,강원도 인제군 상남면 하남리 산156-1,,작업장실화,0.2,0,42,42810,42810350,14277331.72,4568567.461,37.9267847,128.255418
1818,2015,12,12,1332,토요일,2015-12-12,2015,12,12,1510,강원도 횡성군 횡성읍 갈풍리 산11-4,,쓰레기소각,0.03,0,42,42730,42730250,14245088.82,4507044.784,37.486201,127.9659559
1819,2015,12,16,1340,수요일,2015-12-16,2015,12,16,1600,강원도 양양군 현남면 인구리 산35-4,,등산객실화,0.1,0,42,42830,42830340,14333672.44,4573163.46,37.95567339999999,128.7615945
1820,2015,12,19,2004,토요일,2015-12-19,2015,12,19,2100,강원도 인제군 남면 어론리 산3,,기타(직접입력),0.01,0,42,42810,42810310,14256468.78,4571431.493,37.9433168,128.0679147
1821,2015,12,22,1354,화요일,2015-12-22,2015,12,22,1430,강원도 강릉시 학동 291-1,,담뱃불실화,0.01,0,42,42150,42150128,14352321.14,4545336.323,37.7582967,128.9292868
1827,2016,01,06,1513,수요일,2016-01-06,2016,01,06,1630,강원도 고성군 거진읍 거진리 산73,,담뱃불 실화,0.06,0,42,42820,42820253,14299395.83,4643649.439,38.4509768,128.4558099
1837,2016,01,12,1428,화요일,2016-01-12,2016,01,12,1520,강원도 양구군 남면 가오작리 산180,,쓰레기 소각,0.05,0,42,42800,42800310,14253148.76,4600935.999,38.149427,128.0406425
1838,2016,01,13,1125,수요일,2016-01-13,2016,01,13,1205,강원도 원주시 호저면 매호리 산28-6,,논밭두렁 소각,0.03,0,42,42130,42130320,14235225.39,4498339.256,37.4210095,127.8792723
1844,2016,01,19,1840,화요일,2016-01-19,2016,01,19,2129,강원도 강릉시 구정면 금광리 산40-1,,보일러실 화재 비화,3,0,42,42150,42150330,14350794.6,4537308.053,37.6984451,128.9177707
1848,2016,01,22,1625,금요일,2016-01-22,2016,01,22,1730,강원도 춘천시 신동면 팔미리 산49,,입산자 실화추정,0.01,0,42,42110,42110330,14215929.47,4555243.541,37.8262432,127.7060766
1855,2016,01,25,1702,월요일,2016-01-25,2016,01,25,2000,강원도 춘천시 남면 발산리 산163,,보일러 연통불씨 비화,0.3,0,42,42110,42110340,14207180.96,4543266.92,37.7409877,127.6278671
1856,2016,01,25,1702,월요일,2016-01-25,2016,01,25,2000,강원도 춘천시 남면 발산리 163,,기타(직접입력),0.3,0,42,42110,42110340,14206956.64,4541107.418,37.7284792,127.6233776
1857,2016,01,26,0358,화요일,2016-01-26,2016,01,26,0700,강원도 춘천시 사북면 지암리 산46,,기타(직접입력),0.1,0,42,42110,42110360,14206448.34,4577160.655,37.9838894,127.6184788
1858,2016,01,26,0358,화요일,2016-01-26,2016,01,26,0700,강원도 춘천시 서면 지암리 산46,,원인미상(조사중),0.1,0,42,42110,42110350,14210777.76,4574533.863,37.9838894,127.6184788
1859,2016,01,26,1646,화요일,2016-01-26,2016,01,26,1750,강원도 양양군 강현면 사교리 산85-1,,쓰레기 소각(호두껍질),0.03,0,42,42830,42830350,14313314.59,4596149.445,38.1156948,128.5815589
1860,2016,01,26,1646,화요일,2016-01-26,2016,01,26,1750,강원도 양양군 강현면 사교리 산85,,기타(직접입력),0.03,0,42,42830,42830350,14313570.92,4595768.602,38.1156072,128.5804909
1862,2016,01,27,1622,수요일,2016-01-27,2016,01,27,1722,강원도 원주시 귀래면 운계리 산93-4,,쓰레기 소각,0.15,0,42,42130,42130360,14237305.38,4468863.719,37.2104687,127.8983142
1864,2016,01,29,0122,금요일,2016-01-29,2016,01,29,0430,강원도 홍천군 내촌면 서곡리 산10,,쓰레기 소각,0.05,0,42,42720,42720330,14262025.41,4552468.964,37.806262,128.1202715
1865,2016,01,29,1151,금요일,2016-01-29,2016,01,29,1400,강원도 홍천군 북방면 상화계리 산1,,입산자 실화추정(조사중),0.03,0,42,42720,42720380,14232210.56,4539437.397,37.71359830000001,127.8524517
1867,2016,01,31,1307,일요일,2016-01-31,2016,01,31,1410,강원도 영월군 수주면 운학리 산226-1,,건축물 실화(정화조 수리),0.05,0,42,42750,42750370,14271231.67,4490180.312,37.3627877,128.2028954
1868,2016,02,01,1436,월요일,2016-02-01,2016,02,01,1530,강원도 원주시 신림면 황둔리 산83-1,,입산자 실화,0.01,0,42,42130,42130390,14262014.44,4475168.667,37.2551304,128.120227
1871,2016,02,01,1749,월요일,2016-02-01,2016,02,01,1930,강원도 홍천군 내촌면 답풍리 산1-2,,(화목)보일러 재,0.3,0,42,42720,42720330,14256790.82,4554734.683,37.8224341,128.0732626
1876,2016,02,04,1122,목요일,2016-02-04,2016,02,04,1244,강원도 원주시 문막읍 취병리 산77-9,,쓰레기 소각,0.05,0,42,42130,42130250,14222867.28,4487515.219,37.343869,127.7686062
1877,2016,02,04,1335,목요일,2016-02-04,2016,02,04,1700,강원도 춘천시 동면 장학리 산15,,나무보일러 재 비화,1,0,42,42110,42110310,14222981.49,4566225.754,37.9045109,127.7698043
1880,2016,02,05,1556,금요일,2016-02-05,2016,02,05,1750,강원도 횡성군 우천면 하궁리 산42,,쓰레기 소각(낙엽)_,0.8,0,42,42730,42730310,14262631.61,4510550.003,37.5082234,128.1254933
1892,2016,02,08,1322,월요일,2016-02-08,2016,02,08,1545,강원도 횡성군 횡성읍 정암리 산64,,농산폐기물 소각,3,0,42,42730,42730250,14253498.93,4503007.165,37.4571524,128.0411877
1893,2016,02,08,1322,월요일,2016-02-08,2016,02,08,1545,강원도 횡성군 횡성읍 정암리 산64 외 5필,,농산폐기물 소각,3,0,42,42730,42730250,14253250.65,4503394.395,37.4571524,128.0411877
1909,2016,02,10,1340,수요일,2016-02-10,2016,02,10,1545,강원도 춘천시 북산면 청평리 산182-4,,무속행위,0.02,0,42,42110,42110380,14229070.75,4575851.618,37.9725881,127.8248907
1920,2016,02,18,2320,목요일,2016-02-18,2016,02,19,0200,강원도 동해시 발한동 산17번지 외 1,,원인미상,0.26,0,42,42170,42170111,14371858.65,4517453.959,37.5569814,129.1067758
1921,2016,02,18,2320,목요일,2016-02-18,2016,02,19,0200,강원도 동해시 발한동 산17,,기타(직접입력),0.8,0,42,42170,42170111,14372118.7,4517065.018,37.5569814,129.1067758
1925,2016,02,21,0906,일요일,2016-02-21,2016,02,21,1330,강원도 정선군 신동읍 조동리 산51-1,,철도 고압선 절단 스파크,0.3,0,42,42770,42770259,14324369.69,4469919.832,37.218065,128.6800853
1930,2016,02,21,1515,일요일,2016-02-21,2016,02,21,1735,강원도 정선군 남면 무릉리 산311,,(화목)보일러 불씨비화 추정,0.3,0,42,42770,42770320,14337924.43,4475988.361,37.2613139,128.8022391
1932,2016,02,23,1340,화요일,2016-02-23,2016,02,23,1520,강원도 인제군 북면 용대리 산256,,입산자 실화추정,1,0,42,42810,42810320,14290962.52,4611673.094,38.18866269999999,128.3651816
1933,2016,02,23,1352,화요일,2016-02-23,2016,02,23,1554,강원도 양구군 양구읍 한전리 산17-2,,기타(직접입력),0.5,0,42,42800,42800250,14251116.99,4602329.203,38.16195159999999,128.0199921
1934,2016,02,23,1352,화요일,2016-02-23,2016,02,23,1554,강원도 양구군 양구읍 한전리 산17-2외3,,UDT훈련 중 교탄 사용,0.5,0,42,42800,42800250,14250866.58,4602707.949,38.16195159999999,128.0199921
1936,2016,02,23,1750,화요일,2016-02-23,2016,02,23,1930,강원도 화천군 사내면 광덕리 산3,,입산자 실화추정,0.03,0,42,42790,42790340,14190952.28,4593821.247,38.09998,127.483272
1944,2016,02,26,1443,금요일,2016-02-26,2016,02,26,1535,강원도 춘천시 동내면 학곡리 산98,,논밭뚝 소각,0.01,0,42,42110,42110390,14221548.03,4555320.843,37.8264636,127.7567662
1945,2016,02,26,1540,금요일,2016-02-26,2016,02,26,1615,강원도 영월군 상동읍 내덕리 산98,,쓰레기 소각,0.05,0,42,42750,42750253,14329907.82,4456303.601,37.1231203,128.7775615
1950,2016,03,02,1800,수요일,2016-03-02,2016,03,02,1930,강원도 강릉시 성산면 어흘리 산219-1,,(화목)보일러 불씨비화 추정,0.1,0,42,42150,42150310,14338895.03,4540773.375,37.7229036,128.8095639
1956,2016,03,04,1334,금요일,2016-03-04,2016,03,04,1450,강원도 춘천시 북산면 추곡리 산70,,입산자 실화추정,0.03,0,42,42110,42110380,14236192.27,4581757.212,38.0137047,127.88804
1959,2016,03,04,1730,금요일,2016-03-04,2016,03,04,2010,강원도 철원군 갈말읍 문혜리 산304-2,,원인미상,0.1,0,42,42780,42780256,14175648.08,4603428.446,38.1646459,127.3443796
1960,2016,03,06,1528,일요일,2016-03-06,2016,03,06,1700,강원도 정선군 남면 유평리 산58-1,,쓰레기 소각,0.1,0,42,42770,42770320,14330682.77,4481362.676,37.299724,128.7371725
1968,2016,03,15,1711,화요일,2016-03-15,2016,03,15,1809,강원도 화천군 상서면 부촌리 산39,,입산자 실화추정,0.1,0,42,42790,42790330,14212515.01,4607050.339,38.1927001,127.6756076
1970,2016,03,16,1127,수요일,2016-03-16,2016,03,16,1220,강원도 영월군 북면 문곡리 산225-2,,농산부산물 소각,0.02,0,42,42750,42750330,14297497.7,4468470.495,37.2076955,128.4389369
1972,2016,03,16,1308,수요일,2016-03-16,2016,03,16,1345,강원도 횡성군 우천면 오원리 산257-4,,쓰레기 소각,0.04,0,42,42730,42730310,14257304.47,4501474.556,37.4434362,128.0778562
1985,2016,03,17,1220,목요일,2016-03-17,2016,03,17,1335,강원도 강릉시 성산면 관음리 산98-1,,담뱃불 실화,0.6,0,42,42150,42150310,14341273.46,4543293.154,37.740968,128.832412
1986,2016,03,17,1230,목요일,2016-03-17,2016,03,17,1350,강원도 홍천군 서면 굴업리 산84-4,,쓰레기 소각,0.1,0,42,42720,42720370,14214556.57,4524797.065,37.6097264,127.6938144
1999,2016,03,18,1346,금요일,2016-03-18,2016,03,18,1550,강원도 춘천시 동산면 원창리 산9,,농산폐기물,0.6,0,42,42110,42110320,14225694.15,4552431.379,37.8059039,127.7937584
2022,2016,03,23,1630,수요일,2016-03-23,2016,03,23,1656,강원도 원주시 호저면 옥산리 산4,,담뱃불 실화,0.03,0,42,42130,42130320,14239125.21,4499771.963,37.4310409,127.9144465
2027,2016,03,24,1302,목요일,2016-03-24,2016,03,24,1353,강원도 원주시 소초면 교항리 산182-1,,담뱃불실화,0.09,0,42,42130,42130310,14251562.29,4501534.918,37.4463683,128.0241387
2038,2016,03,27,1143,일요일,2016-03-27,2016,03,27,1350,강원도 화천군 사내면 광덕리 산153,,쓰레기 소각,0.3,0,42,42790,42790340,14190686.28,4595469.217,38.1108024,127.479366
2050,2016,03,28,1303,월요일,2016-03-28,2016,03,28,1839,강원도 철원군 김화읍 청양리 산301,,입산자 실화추정,2,0,42,42780,42780253,14177883.67,4615391.435,38.2518175,127.3646039
2064,2016,03,28,1815,월요일,2016-03-28,2016,03,28,1900,강원도 원주시 신림면 성남리 산112-2,,잔디소각,0.03,0,42,42130,42130390,14258351.01,4475454.644,37.2575513,128.0871862
2087,2016,03,31,1252,목요일,2016-03-31,2016,03,31,1530,강원도 화천군 사내면 명월리 산48,,입산자 실화추정,1.5,0,42,42790,42790340,14194806.17,4594713.448,38.105541,127.5167657
2095,2016,04,01,1006,금요일,2016-04-01,2016,04,01,1110,강원도 철원군 갈말읍 문혜리 산304-9,,주택화재 비화,0.2,0,42,42780,42780256,14177376.76,4604758.38,38.1693957,127.3594828
2096,2016,04,01,1120,금요일,2016-04-01,2016,04,01,1218,강원도 평창군 진부면 상진부리 산280,,쓰레기 소각추정,0.2,0,42,42760,42760360,14310886.49,4531396.504,37.6563302,128.5591532
2100,2016,04,01,1245,금요일,2016-04-01,2016,04,01,2020,강원도 양구군 남면 송우리 산46,,입산자 실화추정,6,0,42,42800,42800310,14250498.56,4594229.654,38.102213,128.0170307
2112,2016,04,01,1648,금요일,2016-04-01,2016,04,01,1755,강원도 횡성군 횡성읍 갈풍리 산53-1외 1필,,쓰레기 소각,0.5,0,42,42730,42730250,14242237.13,4506136.66,37.4768002,127.9429328
2113,2016,04,01,1648,금요일,2016-04-01,2016,04,01,1755,강원도 횡성군 횡성읍 갈풍리 산53-1,,쓰레기소각,0.5,0,42,42730,42730250,14242484.41,4505749.922,37.4768002,127.9429328
2132,2016,04,02,1420,토요일,2016-04-02,2016,04,02,1800,강원도 홍천군 서면 어유포리 산67,,용접작업 실화,1,0,42,42720,42720370,14214407.65,4538107.227,37.7040649,127.6922292
2140,2016,04,02,1524,토요일,2016-04-02,2016,04,02,1750,강원도 영월군 김삿갓면 진별리 산203,,사유 임도변 차량화재(영월군수 사용허가지),0.5,0,42,42750,42750325,14308089.01,4459666.461,37.1453908,128.5468023
2144,2016,04,02,1905,토요일,2016-04-02,2016,04,02,2225,강원도 평창군 방림면 운교리 산237-1,,농산폐기물 소각,2,0,42,42760,42760320,14280403.82,4498690.621,37.42365100000001,128.2853245
2151,2016,04,04,1752,월요일,2016-04-04,2016,04,04,1851,강원도 화천군 하남면 거례리 산149,,입산자 실화추정,0.01,0,42,42790,42790320,14214049.9,4588304.746,38.0598105,127.6891212
2159,2016,04,06,1510,수요일,2016-04-06,2016,04,06,1624,강원도 원주시 부론면 정산리 산179-9외 1필,,논밭두렁 소각추정,0.05,0,42,42130,42130350,14224580.91,4466337.735,37.191498,127.7838792
2160,2016,04,06,1510,수요일,2016-04-06,2016,04,06,1624,강원도 원주시 부론면 정산리 산179,,논밭두렁소각,0.05,0,42,42130,42130350,14224825.56,4465948.061,37.1923479,127.7839811
2166,2016,04,06,1940,수요일,2016-04-06,2016,04,06,2150,강원도 홍천군 동면 좌운리 산192-5,,입산자 실화추정,0.8,0,42,42720,42720350,14248200.97,4528253.691,37.6338345,127.9970064
2169,2016,04,09,1532,토요일,2016-04-09,2016,04,09,1644,강원도 고성군 죽왕면 오봉리 산141,,기타(직접입력),0.08,0,42,42820,42820320,14304718.84,4626722.657,38.335242,128.502797
2170,2016,04,09,1532,토요일,2016-04-09,2016,04,09,1644,강원도 고성군 죽왕면 오봉리 산141외 2필지,,입산자 실화추정,0.08,0,42,42820,42820320,14304462.6,4627100.643,38.335242,128.502797
2178,2016,04,11,1251,월요일,2016-04-11,2016,04,11,1420,강원도 춘천시 신북읍 용산리 산2,,담뱃불 추정,0.7,0,42,42110,42110250,14214730.99,4573568.586,37.9593882,127.6956504
2192,2016,04,16,1513,토요일,2016-04-16,2016,04,16,1623,강원도 삼척시 미로면 사둔리 산161-5,,입산자 실화추정(조사중),0.04,0,42,42230,42230340,14368968.96,4498766.486,37.4240434,129.0809622
2195,2016,04,24,1035,일요일,2016-04-24,2016,04,24,1215,강원도 삼척시 원덕읍 임원리 산367,,입산자 실화추정,0.05,0,42,42230,42230253,14397112.32,4471323.526,37.2280026,129.3338143
2198,2016,04,26,1235,화요일,2016-04-26,2016,04,26,1350,강원도 인제군 남면 상수내리 산65-5 외 1,,쓰레기 소각,0.01,0,42,42810,42810310,14254885.9,4576368.479,37.9757554,128.05597
2199,2016,04,26,1235,화요일,2016-04-26,2016,04,26,1350,강원도 인제군 남면 상수내리 산65-5,,쓰레기소각,0.09,0,42,42810,42810310,14255136.04,4575987.562,37.9757554,128.05597
2204,2016,04,30,1905,토요일,2016-04-30,2016,04,30,2015,강원도 강릉시 연곡면 삼산리 산71,,취사행위,0.03,0,42,42150,42150370,14325763.31,4558582.961,37.8252325,128.6559552
2205,2016,05,01,0835,일요일,2016-05-01,2016,05,01,0930,강원도 평창군 봉평면 덕거리 산1,,산나물 채취자 실화추정,0.01,0,42,42760,42760340,14293536.09,4532639.089,37.6727513,128.4029593
2206,2016,05,07,1640,토요일,2016-05-07,2016,05,07,1900,강원도 삼척시 하장면 장전리 산25,,입산자 실화(조사중),0.03,0,42,42230,42230320,14352121.81,4489711.984,37.3593987,128.9297282
2208,2016,05,09,1323,월요일,2016-05-09,2016,05,09,1605,강원도 영월군 주천면 판운리 산1-3,,기타(직접입력),0.2,0,42,42750,42750360,14282763.4,4486155.981,37.3411402,128.3030324
2209,2016,05,09,1353,월요일,2016-05-09,2016,05,09,1605,강원도 영월군 주천면 판운리 산1-3(임),,(화목)보일러 불티,0.02,0,42,42750,42750360,14282513.65,4486544.887,37.3411402,128.3030324
2210,2016,05,12,1724,목요일,2016-05-12,2016,05,12,1930,강원도 삼척시 근덕면 부남리 산53,,군사훈련(신호탄),0.1,0,42,42230,42230310,14387705.09,4490463.163,37.3646506,129.2493807
2211,2016,05,14,1235,토요일,2016-05-14,2016,05,14,1420,강원도 정선군 신동읍 운치리 산176,,배추묘종비닐 화구 작업중 실화,0.3,0,42,42770,42770259,14319218.03,4475430.322,37.2568042,128.6340123
2213,2016,05,14,1520,토요일,2016-05-14,2016,05,14,1800,강원도 정선군 남면 무릉리 산135,,예초기 과열로 인한 실화,2,0,42,42770,42770320,14334640.73,4477329.755,37.2711623,128.7741159
2214,2016,05,15,1312,일요일,2016-05-15,2016,05,15,1530,강원도 정선군 신동읍 운치리 산174,,입산자 실화추정(조사중),0.1,0,42,42770,42770259,14319319.44,4475738.363,37.2594334,128.634831
2215,2016,05,18,1314,수요일,2016-05-18,2016,05,18,1540,강원도 양양군 강현면 침교리 산9,,영농부산물 소각 실화,0.05,0,42,42830,42830350,14314286.98,4597165.337,38.1230442,128.5896249
2217,2016,05,20,1518,금요일,2016-05-20,2016,05,20,1623,강원도 원주시 소초면 흥양리 992-58,,입산자 실화추정,0.08,0,42,42130,42130310,14248718.19,4491695.175,37.3735946,128.0006495
2219,2016,05,21,1504,토요일,2016-05-21,2016,05,21,1800,강원도 춘천시 신동면 의암리 산85-1,,산업현장실화(용접),0.01,0,42,42110,42110330,14212811.54,4556973.468,37.8382778,127.6780945
2220,2016,05,21,1955,토요일,2016-05-21,2016,05,21,2140,강원도 양구군 양구읍 학조리 산6,,쓰레기소각,0.05,0,42,42800,42800250,14246916.81,4590401.237,38.077543,127.9816074
2227,2016,05,30,1345,월요일,2016-05-30,2016,05,30,1550,강원도 평창군 진부면 송정리 산191-2,,쓰레기소각,1,0,42,42760,42760360,14314584.38,4527188.999,37.6265197,128.5915314
2233,2016,06,03,1110,금요일,2016-06-03,2016,06,03,1540,강원도 삼척시 원덕읍 이천리 산322,,기타(직접입력),0.5,0,42,42230,42230253,14388175.43,4468852.245,37.2109411,129.2351389
2234,2016,06,03,1110,금요일,2016-06-03,2016,06,03,1540,강원도 삼척시 가곡면 오목리 산21,,등산객실화,0.5,0,42,42230,42230350,14379782.34,4462771.142,37.1842785,129.1808705
2235,2016,06,03,1145,금요일,2016-06-03,2016,06,03,1240,강원도 인제군 남면 어론리 산352,,기타(직접입력),0.1,0,42,42810,42810310,14255085.66,4571350.859,37.9401018,128.0576572
2236,2016,06,04,0607,토요일,2016-06-04,2016,06,04,1140,강원도 고성군 토성면 원암리 산1,,기타(직접입력),0.3,0,42,42820,42820330,14302092.05,4609364.782,38.2074358,128.4659574
2237,2016,06,04,1105,토요일,2016-06-04,2016,06,04,1300,강원도 화천군 하남면 거례리 산252,,기타(직접입력),0.01,0,42,42790,42790320,14216194.08,4584934.868,38.0369669,127.708415
2239,2016,06,05,1046,일요일,2016-06-05,2016,06,05,1250,강원도 인제군 남면 남전리 산13-2임,,주택화재비화,0.1,0,42,42810,42810310,14265440.23,4584828.62,38.0355855,128.1509828
2240,2016,06,05,1046,일요일,2016-06-05,2016,06,05,1250,강원도 인제군 남면 남전리 산13-2,,주택화재비화,0.1,0,42,42810,42810310,14265691.55,4584448.177,38.0355855,128.1509828
2246,2016,06,06,1248,월요일,2016-06-06,2016,06,06,1530,강원도 강릉시 연곡면 유등리 산123,,농산폐기물소각,0.1,0,42,42150,42150370,14333796.24,4559958.69,37.8619186,128.7626088
2247,2016,06,06,1248,월요일,2016-06-06,2016,06,06,1530,강원도 강릉시 연곡면 유등리 산213,,농산폐기물소각,0.1,0,42,42150,42150370,14333767.48,4557506.271,37.8420372,128.7646884
2248,2016,06,06,1450,월요일,2016-06-06,2016,06,06,1700,강원도 인제군 남면 부평리 산40-1,,기타(직접입력),0.01,0,42,42810,42810310,14263810.86,4577915.707,37.9866228,128.134972
2249,2016,06,10,1255,금요일,2016-06-10,2016,06,10,1435,강원도 홍천군 내촌면 도관리 산277-1,,쓰레기소각,0.1,0,42,42720,42720330,14257674.54,4555920.063,37.8307036,128.0810838
2250,2016,06,10,1307,금요일,2016-06-10,2016,06,10,1430,강원도 정선군 신동읍 덕천리 산13,,농산폐기물소각,0.2,0,42,42770,42770259,14314331.49,4476478.569,37.2646508,128.5902223
2256,2016,06,17,1310,금요일,2016-06-17,2016,06,17,1440,강원도 춘천시 서면 덕두원리 산164-3임,,기타(직접입력),0.01,0,42,42110,42110350,14210490.69,4557216.422,37.84040830000001,127.6599731
2257,2016,06,17,1310,금요일,2016-06-17,2016,06,17,1440,강원도 춘천시 서면 덕두원리 산164-3,,기타(직접입력),0.01,0,42,42110,42110350,14210736.99,4556834.915,37.84040830000001,127.6599731
2260,2016,06,20,1545,월요일,2016-06-20,2016,06,20,1721,강원도 원주시 흥업면 대안리 1256,,등산객실화,0.05,0,42,42130,42130370,14235795.16,4480481.407,37.2963168,127.8822678
2261,2016,06,20,1545,월요일,2016-06-20,2016,06,20,1721,강원도 원주시 흥업면 대안리 1256-9(임),,등산객실화,0.05,0,42,42130,42130370,14235549.29,4480869.878,37.297599,127.8768686
2264,2016,06,29,1430,수요일,2016-06-29,2016,06,29,1630,강원도 횡성군 서원면 석화리 산41-1,,기타(직접입력),0.3,0,42,42730,42730370,14226828.96,4502538.553,37.4534585,127.8014945
2271,2016,08,18,1555,목요일,2016-08-18,2016,08,18,1846,강원도 횡성군 서원면 옥계리 산100,,등산객실화,0.04,0,42,42730,42730370,14232725.57,4496638.566,37.410267,127.8542179
2273,2016,08,23,1628,화요일,2016-08-23,2016,08,23,1844,강원도 원주시 귀래면 귀래리 산325,,기타(직접입력),0.03,0,42,42130,42130360,14233016.44,4468715.582,37.2121586,127.8573931
2284,2016,09,20,1410,화요일,2016-09-20,2016,09,20,1630,강원도 춘천시 사북면 고성리 산102,,기타(직접입력),0.01,0,42,42110,42110360,14220939.95,4579511.35,38.0124363,127.7496494
2287,2016,11,14,1233,월요일,2016-11-14,2016,11,14,1310,강원도 삼척시 하장면 광동리 175,,기타(직접입력),0.01,0,42,42230,42230320,14353948.59,4487967.834,37.3498347,128.9435341
2289,2016,11,21,0429,월요일,2016-11-21,2016,11,21,0550,강원도 강릉시 구정면 제비리 산96-1,,기타(직접입력),0.01,0,42,42150,42150330,14343908.91,4537747.708,37.7044355,128.8535372
2293,2016,11,25,1745,금요일,2016-11-25,2016,11,25,1850,강원도 횡성군 횡성읍 청용리 산28,,기타(직접입력),0.03,0,42,42730,42730250,14248632.07,4503996.131,37.4639888,127.9976759
2294,2016,11,29,0435,화요일,2016-11-29,2016,11,29,0530,강원도 강릉시 주문진읍 장덕리 산63,,기타(직접입력),0.01,0,42,42150,42150250,14335134.78,4563178.44,37.8846789,128.7748516
2297,2016,12,02,1237,금요일,2016-12-02,2016,12,02,1330,강원도 철원군 서면 자등리 산209,,기타(직접입력),0.02,0,42,42780,42780310,14181924.94,4600717.09,38.1506214,127.3983957
2310,2017,01,11,1422,수요일,2017-01-11,2017,01,11,1600,강원도 춘천시 서면 현암리 산8,,(화목)화목보일러 재처리 부주의,0.05,892,42,42110,42110350,14213945.34,4563956.093,37.8904105,127.6860429
2312,2017,01,12,1619,목요일,2017-01-12,2017,01,12,1730,강원도 강릉시 사천면 판교리 산30,,입산자 실화,0.03,305,42,42150,42150360,14342856.33,4557280.488,37.8430693,128.8440697
2313,2017,01,14,2144,토요일,2017-01-14,2017,01,14,2255,강원도 양양군 현북면 하광정리 산14,,풍등,0.07,3361,42,42830,42830330,14330058.18,4582423.956,38.0212174,128.729105
2316,2017,01,16,1339,월요일,2017-01-16,2017,01,16,1415,강원도 양양군 서면 오색리 산83,,쓰레기 소각,0.02,246,42,42830,42830310,14300865.35,4590407.675,38.0776975,128.46686
2319,2017,01,19,1855,목요일,2017-01-19,2017,01,19,1935,강원도 강릉시 구정면 어단리 산315,,주택화재로인한 산화,0.05,574,42,42150,42150330,14347919.65,4536716.585,37.6968486,128.8897159
2373,2017,02,21,1156,화요일,2017-02-21,2017,02,21,1255,강원도 강릉시 강동면 안인진리 산39-1,,등산객 쓰레기 소각,0.03,3699,42,42150,42150340,14359317.25,4541163.524,37.7286478,128.9919411
2376,2017,02,22,0915,수요일,2017-02-22,2017,02,22,0945,강원도 강릉시 강동면 안인진리 산39-1,,입산자 실화,0.01,5296,42,42150,42150340,14359317.25,4541163.524,37.7286478,128.9919411
2382,2017,02,28,1053,화요일,2017-02-28,2017,02,28,1152,강원도 홍천군 내촌면 물걸리 산41,,쓰레기 소각,0.2,2827,42,42720,42720330,14268263.73,4549351.423,37.7867995,128.1739925
2383,2017,02,28,1300,화요일,2017-02-28,2017,02,28,1400,강원도 원주시 호저면 옥산리 산16,,쓰레기 소각,0.1,972,42,42130,42130320,14240089.87,4499395.785,37.431296,127.920902
2388,2017,03,03,2120,금요일,2017-03-03,2017,03,03,2355,강원도 홍천군 서면 팔봉리 산20,,풍등,0.01,1860,42,42720,42720370,14216383.72,4537342.817,37.7014952,127.7079469
2401,2017,03,09,1028,목요일,2017-03-09,2017,03,10,2230,강원도 강릉시 옥계면 산계리 산119,,입산자 실화,160.41,2415804,42,42150,42150350,14359443.49,4522789.276,37.5804164,128.9488971
