objt_id,occu_year,occu_mt,occu_de,occu_tm,occu_day,occu_date,end_year,end_mt,end_de,end_tm,adres,rn_adres,resn,ar,amount,ctprvn_cd,sgg_cd,emd_cd,x,y
4898,2021,1,12,1144,화요일,20210112,2021,1,12,1700,강원도 홍천군 영귀미면 좌운리 산216-1,강원도 홍천군 영귀미면 예의촌길 187,입산자실화추정,0.15,7457,42,42720,42720352,14251443.57,4526448.195
4922,2021,1,15,1539,금요일,20210115,2021,1,16,1130,강원도 인제군 인제읍 덕적리 산1,강원도 인제군 인제읍 한석산로 1185-11,입산자실화,0.21,11926,42,42810,42810250,14278006.33,4589995.253
4887,2021,1,17,1538,일요일,20210117,2021,1,17,1900,강원도 동해시 부곡동 산159-1,null,미상,1,48922,42,42170,42170110,14369374.53,4514082.132
4905,2021,1,20,1446,수요일,20210120,2021,1,20,1630,강원도 횡성군 공근면 공근리 산22,null,입산자실화,0.09,7655,42,42730,42730360,14245706.04,4520672.106
4894,2021,1,24,1747,일요일,20210124,2021,1,24,2100,강원도 홍천군 홍천읍 하오안리 산137,null,전신주공사,0.7,32314,42,42720,42720250,14229239.95,4533509.131
4913,2021,2,5,1419,금요일,20210205,2021,2,5,1911,강원도 정선군 북평면 장열리 산74,null,조사중,2.02,113137,42,42770,42770340,14325994.97,4504345.34
4893,2021,2,9,1319,화요일,20210209,2021,2,9,2300,강원도 삼척시 신기면 서하리 산71,null,연탄재추정,3.7,81730,42,42230,42230360,14367259.78,4487774.631
4897,2021,2,10,1412,수요일,20210210,2021,2,10,1530,강원도 홍천군 영귀미면 좌운리 산80,null,입산자실화,0.01,3022,42,42720,42720352,14250647.22,4530432.04
4885,2021,2,16,1434,화요일,20210216,2021,2,16,1920,강원도 강릉시 옥계면 산계리 산44,null,입산자실화(담뱃불),2.7,144139,42,42150,42150350,14361638.46,4524078.893
4884,2021,2,18,1456,목요일,20210218,2021,2,18,1800,강원도 강릉시 성산면 금산리 산83-2,강원도 강릉시 성산면 금산안길 90-10,주택화재,0.4,33883,42,42150,42150310,14342733.89,4542207.748
4924,2021,2,18,2230,목요일,20210218,2021,2,19,1000,강원도 양양군 양양읍 사천리 18-3,강원도 양양군 양양읍 사천길 65-4,미상,3.62,343967,42,42830,42830250,14318359.15,4595122.721
4914,2021,2,20,1550,토요일,20210220,2021,2,22,300,강원도 정선군 여량면 구절리 산1,강원도 정선군 여량면 중동길 57,아궁이재처리부주의,24.56,1300739,42,42770,42770370,14335089.33,4513989.409
4919,2021,2,20,1313,토요일,20210220,2021,2,20,1900,강원도 화천군 상서면 다목리 산1-38,null,입산자실화추정,0.5,24127,42,42790,42790330,14202968.54,4604794.046
4918,2021,2,22,1414,월요일,20210222,2021,2,22,1606,강원도 화천군 간동면 간척리 산20-2,null,미상,0.1,5213,42,42790,42790310,14230298.09,4583568.235
4902,2021,2,26,1333,금요일,20210226,2021,2,26,1600,강원도 홍천군 북방면 전치곡리 산20-1,null,입산자실화,0.1,10080,42,42720,42720380,14222563.1,4541988.543
4908,2021,3,11,1440,목요일,20210311,2021,3,11,1800,강원도 영월군 김삿갓면 대야리 산36,null,농산폐기물소각,4.42,216723,42,42750,42750325,14311074.39,4455152.33
4895,2021,3,23,1552,화요일,20210323,2021,3,24,1100,강원도 홍천군 화촌면 성산리 산18,강원도 홍천군 화촌면 성산로 210-13,입산자실화,20,924238,42,42720,42720310,14246327.13,4547630.287
4892,2021,3,30,1411,화요일,20210330,2021,3,30,2130,강원도 삼척시 가곡면 탕곡리 산24,null,군 발물처리,1.28,51709,42,42230,42230350,14383249.4,4460539.151
4920,2021,3,31,1556,수요일,20210331,2021,3,1,1100,강원도 양구군 양구읍 도사리 산1,null,노후화된불발탄,0.5,26817,42,42800,42800250,14248140.05,4605899.568
4912,2021,3,31,1538,수요일,20210331,2021,3,1,1254,강원도 정선군 신동읍 운치리 산146,null,예초기불씨,10.7,640453,42,42770,42770259,14318477.42,4475230.831
4910,2021,4,17,1204,토요일,20210417,2021,4,17,1315,강원도 평창군 진부면 봉산리 산26-1,null,산림사업장,0.01,3273,42,42760,42760360,14319950.06,4522142.817
4899,2021,4,17,933,토요일,20210417,2021,4,17,1030,강원도 홍천군 영귀미면 월운리 산120,null,연탄재투기,0.01,521,42,42720,42720352,14240126.75,4527563.13
4901,2021,4,20,1522,화요일,20210420,2021,4,20,1800,강원도 홍천군 남면 명동리 산32,null,밭두렁소각,0.66,37330,42,42720,42720360,14221132.06,4526301.28
4911,2021,4,21,1222,수요일,20210421,2021,4,21,1410,강원도 평창군 대관령면 유천리 111-1,null,미상,1,43157,42,42760,42760380,14320512,4534294.798
4917,2021,4,22,1329,목요일,20210422,2021,4,22,1357,강원도 철원군 동송읍 대위리 산33,null,생활쓰레기,0.02,1057,42,42780,42780259,14163714.28,4613796.379
4881,2021,4,25,1432,일요일,20210425,2021,4,25,1742,강원도 원주시 신림면 성남리 산160,null,입산자실화,1.5,88907,42,42130,42130390,14258440.53,4479621.084
4909,2021,4,25,1225,일요일,20210425,2021,4,25,1335,강원도 평창군 봉평면 흥정리 산1,강원도 평창군 봉평면 흥정계곡4길 21,입산자실화추정(담뱃불),0.01,516,42,42760,42760340,14284079.86,4531016.274
4921,2021,4,27,1330,화요일,20210427,2021,4,27,1530,강원도 인제군 인제읍 가아리 산1,강원도 인제군 인제읍 갑박골길 11,입산자실화추정,0.17,7997,42,42810,42810250,14263353.51,4602264.827
4891,2021,4,29,2115,목요일,20210429,2021,4,30,200,강원도 삼척시 가곡면 오저리 산90,null,낙뢰,0.01,1014,42,42230,42230350,14381975.65,4457301.25
4907,2021,4,29,1334,목요일,20210429,2021,4,29,1524,강원도 영월군 영월읍 거운리 산114,null,낙뢰,0.01,660,42,42750,42750250,14305335.75,4475072.828
4890,2021,5,6,2106,목요일,20210506,2021,5,7,100,강원도 삼척시 원덕읍 갈남리 197-3,null,미상,0.01,774,42,42230,42230253,14396684.93,4477188.248
4923,2021,5,6,1730,목요일,20210506,2021,5,6,1830,강원도 인제군 서화면 심적리 산213,null,입산자실화추정,0.2,9271,42,42810,42810340,14270774.83,4614996.296
4889,2021,5,7,1105,금요일,20210507,2021,5,7,1330,강원도 삼척시 도계읍 황조리 산123-1,강원도 삼척시 도계읍 황조길 61,입산자실화추정(담뱃불),1.23,78988,42,42230,42230250,14369482.31,4468724.905
4904,2021,5,8,1212,토요일,20210508,2021,5,8,1600,강원도 횡성군 안흥면 상안리 산90-1,null,입산자실화추정,0.01,775,42,42730,42730320,14275432.32,4495510.732
4915,2021,5,9,1343,일요일,20210509,2021,5,9,1450,강원도 철원군 철원읍 율이리 산93,null,미상,0.03,1761,42,42780,42780250,14158306.8,4612951.985
4916,2021,5,9,1749,일요일,20210509,2021,5,9,1910,강원도 철원군 철원읍 화지리 산21,강원도 철원군 철원읍 금학로317번길 32,어린이블장난(라이터),0.01,5437,42,42780,42780250,14160557.42,4609834.792
4900,2021,5,9,1316,일요일,20210509,2021,5,9,1430,강원도 홍천군 남면 시동리 산70,강원도 홍천군 남면 시동안로201번길 41,어린이블장난(라이터),0.2,11000,42,42720,42720360,14230027.83,4522055.502
4888,2021,5,13,1535,목요일,20210513,2021,5,13,2010,강원도 태백시 하사미동 산10,null,산림사업장실화,0.84,60693,42,42190,42190116,14360338.9,4481895.355
4903,2021,5,14,1153,금요일,20210514,2021,5,14,1400,강원도 횡성군 안흥면 상안리 산35,강원도 횡성군 안흥면 서동로상안2길 133,전기누전,0.1,9432,42,42730,42730320,14270263.68,4495771.343
4882,2021,6,7,1513,월요일,20210607,2021,6,7,1700,강원도 강릉시 주문진읍 향호리 산126,null,쓰레기소각,0.01,842,42,42150,42150250,14337775.54,4566138.981
4883,2021,6,7,1513,월요일,20210607,2021,6,7,1600,강원도 강릉시 주문진읍 향호리 산128,null,미상,0.01,679,42,42150,42150250,14337851.66,4566307.397
4896,2021,6,8,1452,화요일,20210608,2021,6,8,1700,강원도 홍천군 내촌면 화상대리 산9-2,null,낙뢰,0.04,2410,42,42720,42720330,14256695.55,4551150.946
4879,2021,8,10,1445,화요일,20210810,2021,8,10,1624,강원도 춘천시 사북면 고탄리 산12,null,낙뢰,0.01,564,42,42110,42110360,14218589.14,4577065.11
4925,2021,11,14,2155,일요일,20211114,2021,11,15,300,강원도 양양군 서면 장승리 산19,강원도 양양군 서면 외솔배기길 64,생활쓰레기소각,1.27,77641,42,42830,42830310,14312515,4590813.347
4906,2021,11,29,1345,월요일,20211129,2021,11,29,1540,강원도 횡성군 강림면 강림리 산290,null,화목보일러 재 투기,0.45,29078,42,42730,42730380,14262818.07,4492642.572
4886,2021,12,19,1531,일요일,20211219,2021,12,19,1620,강원도 강릉시 사천면 방동리 184,null,재무단투기,0.01,494,42,42150,42150360,14346139.14,4554738.625
4880,2021,12,29,416,수요일,20211229,2021,12,29,1200,강원도 춘천시 사북면 가일리 산17,null,주택화재전이,4,184332,42,42110,42110360,14212276.13,4583460.137
4144,2020,1,1,1300,공휴일,20200101,2020,1,1,1335,강원도 강릉시 성산면 위촌리 산463-3,null,쓰레기소각(생활),0.02,955,42,42150,42150310,14342387.42,4545793.809
4150,2020,1,3,1222,금요일,20200103,2020,1,3,1600,강원도 춘천시 서면 오월리 산35-1,null,입산자실화,0.7,35684,42,42110,42110350,14209268.18,4577390.206
4152,2020,1,4,1449,토요일,20200104,2020,1,4,1540,강원도 정선군 신동읍 덕천리 산139,null,입산자실화(추정),0.04,1885,42,42770,42770259,14313982.71,4475901.54
4151,2020,1,4,1354,토요일,20200104,2020,1,5,1710,강원도 춘천시 신북면 발산리 산30-1 외 7필지,null,담뱃불실화,34.26,2197493,42,42110,42110250,14220779.85,4575955.948
4156,2020,1,15,1346,수요일,20200115,2020,1,15,1430,강원도 양양군 양양읍 월리 산24-13,null,화목보일러불씨추정,0.02,1184,42,42830,42830250,14318454.66,4587720.298
4166,2020,1,23,1258,목요일,20200123,2020,1,23,1354,강원도 횡성군 우천면 하궁리 산154,null,원인미상,0.1,6539,42,42730,42730310,14266574.21,4507345.409
4177,2020,1,31,1320,금요일,20200131,2020,1,31,1500,강원도 홍천군 서석면 풍암리 산28,null,원인미상,0.01,602,42,42720,42720340,14270815.48,4541014.021
4189,2020,2,8,1202,토요일,20200208,2020,2,8,1222,강원도 강릉시 홍제동 산287,null,쓰레기소각,0.03,1389,42,42150,42150101,14344298.07,4544215.325
4188,2020,2,8,705,토요일,20200208,2020,2,8,754,강원도 춘천시 남산면 백양리 산144-42,null,쓰레기소각,0.03,1707,42,42110,42110400,14200581.23,4552472.683
4196,2020,2,9,1848,일요일,20200209,2020,2,9,2004,강원도 원주시 신림면 황둔리 산3,null,담뱃불실화추정,0.4,18354,42,42130,42130390,14270684.68,4475163.346
4217,2020,2,24,1258,월요일,20200224,2020,2,24,1515,강원도 춘천시 남산면 산수리 산144,null,밭두렁소각,0.1,4909,42,42110,42110400,14211536.62,4537369.747
4243,2020,3,8,1605,일요일,20200308,2020,3,8,1810,강원도 춘천시 동산면 원창리 산264,null,원인미상,0.1,11349,42,42110,42110320,14224155.61,4548972.936
4238,2020,3,8,1330,일요일,20200308,2020,3,8,1800,강원도 홍천군 화촌면 풍천리 산77,null,입산자실화,0.05,2715,42,42720,42720310,14236424.26,4558030.723
4239,2020,3,8,1412,일요일,20200308,2020,3,8,1603,강원도 화천군 하남면 원천리 산30,null,쓰레기소각,0.67,31764,42,42790,42790320,14212593.39,4589196.525
4264,2020,3,15,1452,일요일,20200315,2020,3,15,1545,강원도 강릉시 대전동 산215-1,null,입산자실화,0.04,4747,42,42150,42150134,14344451.85,4549295.607
4263,2020,3,15,1429,일요일,20200315,2020,3,15,1532,강원도 홍천군 서면 동막리 산51,null,캠핑장불씨부주의,0.43,23485,42,42720,42720370,14201461.19,4532852.659
4292,2020,3,19,1238,목요일,20200319,2020,3,19,1426,강원도 원주시 지정읍 판대리 577-41,null,전선스파크발화,2.2,106810,42,42130,42130330,14228213.52,4496912.833
4287,2020,3,19,711,목요일,20200319,2020,3,19,1030,강원도 원주시 흥업면 대안리 산19-10,null,연탄재투기,0.7,36154,42,42130,42130370,14236879.32,4482120.387
4324,2020,3,21,1536,토요일,20200321,2020,3,21,1600,강원도 횡성군 갑천면 삼거리 산71,null,화목보일러불씨,0.05,3551,42,42730,42730340,14258855.92,4518020.218
4371,2020,3,25,1601,수요일,20200325,2020,3,25,1830,강원도 영월군 상동읍 내덕리 산112-1,null,잔가지소각,1.4,44672,42,42750,42750253,14330934.81,4455280.681
4377,2020,3,26,1103,목요일,20200326,2020,3,26,1353,강원도 양양군 현남면 상월천리 산1-1,null,쓰레기소각,0.8,33159,42,42830,42830340,14327350.02,4571746.118
4378,2020,3,26,1227,목요일,20200326,2020,3,26,1620,강원도 철원군 갈말읍 문혜리 산189외 10필지,null,입산자실화추정,9.85,502810,42,42780,42780256,14174684.35,4606647.338
4390,2020,3,31,1300,화요일,20200331,2020,3,31,1500,강원도 철원군 동송읍 오덕리 산23-1외 7필지,null,입산자실화추정,2.11,98936,42,42780,42780259,14163447.53,4611349.06
4392,2020,4,1,1144,수요일,20200401,2020,4,1,1300,강원도 평창군 미탄면 평안리 산16,null,성묘객실화(담뱃불),0.05,4658,42,42760,42760310,14306689.74,4488631.493
4404,2020,4,2,1920,목요일,20200402,2020,4,2,2010,강원도 횡성군 갑천면 하대리 산334,null,주택화재비화,0.05,2722,42,42730,42730340,14265532.14,4517443.546
4410,2020,4,3,1444,금요일,20200403,2020,4,3,1545,강원도 홍천군 두촌면 장남리 산76,null,입산자실화,0.1,9968,42,42720,42720320,14254886.59,4567347.115
4413,2020,4,4,326,토요일,20200404,2020,4,4,900,강원도 삼척시 근덕면 동막리 산36-1,null,원인미상,0.5,24045,42,42230,42230310,14389487.85,4487138.292
4421,2020,4,4,1652,토요일,20200404,2020,4,4,1845,"강원도 춘천시 사북면 송암리 산49,산50",null,원인미상,0.3,13935,42,42110,42110360,14215120.8,4580390.394
4414,2020,4,4,550,토요일,20200404,2020,4,4,644,강원도 횡성군 우천면 산전리 239-1,null,농업부산물소각,0.08,4997,42,42730,42730310,14257850.17,4507059.761
4452,2020,4,8,1230,수요일,20200408,2020,4,8,1500,강원도 영월군 주천면 도천리 산116외 11필지,null,산업현장실화(용접불꽃),11.91,413049,42,42750,42750360,14274611.17,4479696.288
4457,2020,4,8,1336,수요일,20200408,2020,4,8,1555,강원도 원주시 소초면 흥양리 산210,null,재처리부주의,1.5,76099,42,42130,42130310,14248845.86,4489983.436
4475,2020,4,10,1151,금요일,20200410,2020,4,10,1330,강원도 원주시 신림면 구학리 산31,null,재소각(화덕),0.5,38510,42,42130,42130390,14255442.26,4467451.527
4476,2020,4,10,1156,금요일,20200410,2020,4,10,1329,강원도 평창군 진부면 두일리 산82,null,벌레집소각,0.3,17570,42,42760,42760360,14309391.71,4534907.076
4479,2020,4,11,1434,토요일,20200411,2020,4,11,1502,강원도 횡성군 우천면 상대리 산76,null,담대꽁초투기,0.01,2780,42,42730,42730310,14260534.18,4503061.548
4493,2020,4,13,1916,월요일,20200413,2020,4,13,2003,강원도 화천군 사내면 광덕리 산76-1,null,쓰레기소각,0.09,6663,42,42790,42790340,14193281.07,4588991.879
4488,2020,4,13,1210,월요일,20200413,2020,4,13,1422,강원도 횡성군 갑천면 대관대리 산51외 2필지,null,건축물화재비화,1.3,68591,42,42730,42730340,14253326.52,4517755.767
4504,2020,4,14,1748,화요일,20200414,2020,4,15,1200,강원도 철원군 서면 자등리 산221,null,입산자실화추정,19,940274,42,42780,42780310,14179608.33,4600653.236
4507,2020,4,15,1450,공휴일,20200415,2020,4,15,1645,강원도 평창군 대화면 개수리 산541,null,입산자실화추정,0.2,21989,42,42760,42760330,14292268.95,4506839.044
4520,2020,4,16,1523,목요일,20200416,2020,4,16,1704,강원도 인제군 인제읍 남북리 산15-1,null,입산자실화추정,0.01,598,42,42810,42810250,14263160.01,4592731.786
4531,2020,4,22,1348,수요일,20200422,2020,4,22,1515,강원도 강릉시 성산면 보광리 산324,null,원인미상,0.3,21602,42,42150,42150310,14336246.61,4545718.319
4532,2020,4,22,1423,수요일,20200422,2020,4,22,1610,강원도 인제군 인제읍 가아리 산1,null,화목보일러불씨취급부주의,0.2,9398,42,42810,42810250,14263508.6,4596837.415
4535,2020,4,24,1135,금요일,20200424,2020,4,24,1400,강원도 철원군 갈말읍 문혜리 산118,null,입산자실화추정,0.6,32472,42,42780,42780256,14175457.97,4606914.3
4537,2020,4,24,1307,금요일,20200424,2020,4,24,1420,강원도 춘천시 남면 관천리 산1,null,원인미상,1,57103,42,42110,42110340,14197893.8,4544123
4550,2020,4,26,1327,일요일,20200426,2020,4,26,1530,강원도 춘천시 동면 감정리 산118-1,null,원인미상,0.01,6736,42,42110,42110310,14226747.95,4564957.951
4554,2020,4,27,1128,월요일,20200427,2020,4,27,1240,강원도 횡성군 공근면 학담리 산7,null,입산자실화추정,0.02,5011,42,42730,42730360,14244951.68,4515649.287
4572,2020,4,30,1805,공휴일,20200430,2020,4,30,2000,강원도 원주시 지정면 판대리 산26-1,null,입산자실화추정,0.01,4120,42,42130,42130330,14227177.31,4498439.206
4566,2020,4,30,1227,공휴일,20200430,2020,4,30,1700,강원도 홍천군 서석면 어론리 산132-1,null,입산자실화,0.2,9730,42,42720,42720340,14264656.12,4538029.086
4580,2020,5,1,2010,금요일,20200501,2020,5,2,900,강원도 고성군 토성면 도원리 산203-18,null,주택화재비화,123.2,3709479,42,42820,42820330,14301880.13,4617594.516
4578,2020,5,1,1430,금요일,20200501,2020,5,1,1630,강원도 춘천시 동면 상걸리 산53,null,입산자실화추정,0.2,12832,42,42110,42110310,14231102.26,4559361.069
4579,2020,5,1,1521,금요일,20200501,2020,5,1,1800,강원도 홍천군 동면 노천리 산151,null,입산자실화,0.01,13577,42,42720,42720350,14252817.29,4532821.957
4583,2020,5,6,1133,수요일,20200506,2020,5,6,1320,강원도 철원군 철원읍 율이리 산199-1,null,건축공사장(그라인더절단작업),0.06,12750,42,42780,42780250,14155409.78,4613552.962
4591,2020,5,8,1500,금요일,20200508,2020,5,8,1700,강원도 홍천군 서면 마곡리 산58-1외2필,null,주택화재,0.16,12293,42,42720,42720370,14201900.5,4539263.901
4590,2020,5,8,1450,금요일,20200508,2020,5,8,1630,강원도 홍천군 홍천읍 상오안리 산63-1,null,입산자실화추정,0.03,1492,42,42720,42720250,14229137.25,4531757.697
4592,2020,5,8,1600,금요일,20200508,2020,5,8,1715,강원도 횡성군 갑천면 대관대리 산52,null,전기누전 추정,0.8,42227,42,42730,42730340,14252950.87,4517534.044
4621,2020,6,8,1515,월요일,20200608,2020,6,8,1915,강원도 춘천시 동면 품걸리 산1-1,null,입산자실화추정,0.1,4874,42,42110,42110310,14239677.57,4561392.358
4629,2020,6,13,1510,토요일,20200613,2020,6,13,1800,강원도 춘천시 동면 월곡리 산2-1,null,입산자실화추정,0.4,18464,42,42110,42110310,14228797.02,4569378.006
4637,2020,6,23,945,화요일,20200623,2020,6,23,1330,강원도 홍천군 동면 속초리 산271,null,입산자실화추정,0.15,7085,42,42720,42720350,14247244.2,4532945.013
4642,2020,10,6,1417,화요일,20201006,2020,10,6,1730,강원도 춘천시 사북면 고성리 산102,null,입산자실화추정,0.01,644,42,42110,42110360,14220940.95,4579505.472
4646,2020,10,9,1703,공휴일,20201009,2020,10,9,0,강원도 홍천군 서석면 풍암리 산34-2,null,입산자실화추정,0.05,2511,42,42720,42720340,14269516.14,4541687.274
4648,2020,10,11,744,일요일,20201011,2020,10,11,1030,강원도 홍천군 화촌면 군업리 산10,null,입산자실화추정,0.01,591,42,42720,42720310,14250143.5,4541428.386
4650,2020,10,13,1440,화요일,20201013,2020,10,13,1700,강원도 홍천군 화촌면 군업리 산10,null,입산자실화추정,0.01,624,42,42720,42720310,14248782.27,4543670.926
4657,2020,10,18,1310,일요일,20201018,2020,10,18,1630,강원도 홍천군 화촌면 군업리 산10,null,입산자실화추정,0.01,617,42,42720,42720310,14250296.65,4540948.911
4662,2020,10,24,2222,토요일,20201024,2020,10,25,700,강원도 삼척시 노곡면 고자리 68,null,원인미상,1.2,101596,42,42230,42230330,14377365.76,4489168.427
4667,2020,10,29,1400,목요일,20201029,2020,10,29,1615,강원도 정선군 신동읍 천포리 산41,null,농산폐기물소각,0.4,5706,42,42770,42770259,14320080.23,4466298.948
4670,2020,10,30,1423,금요일,20201030,2020,10,30,1546,강원도 평창군 진부면 상진부리 산84-1,null,입산자실화,0.1,4792,42,42760,42760360,14312050.76,4531813.315
4678,2020,11,4,1245,수요일,20201104,2020,11,4,1430,강원도 철원군 동송읍 이평리 산116,null,입산자실화추정,0.01,592,42,42780,42780259,14160832.76,4608501.999
4683,2020,11,8,227,일요일,20201108,2020,11,8,440,강원도 동해시 신흥동 산251-1,null,입산자실화추정,0.11,5970,42,42170,42170134,14361916.65,4511271.932
4717,2020,11,16,1233,월요일,20201116,2020,11,16,1500,강원도 홍천군 홍천읍 장전평리 산99-3,null,입산자실화,0.1,4794,42,42720,42720250,14236483.63,4529170
4723,2020,12,1,2159,화요일,20201201,2020,12,1,30,강원도 횡성군 우천면 상대리 산55,null,화목보일러불씨,0.1,5316,42,42730,42730310,14261110.28,4504607.333
4730,2020,12,8,2037,화요일,20201208,2020,12,8,2300,강원도 홍천군 동면 속초리 산99,null,화목보일러재처리부주의,0.02,1052,42,42720,42720350,14244357.93,4533919.747
4736,2020,12,12,1143,토요일,20201212,2020,12,12,1430,강원도 원주시 신림면 구학리 산125-9,null,담뱃불실화,0.5,23140,42,42130,42130390,14254102.42,4470313.109
4737,2020,12,12,1516,토요일,20201212,2020,12,12,1900,강원도 원주시 신림면 황둔리 산35,null,입산자실화추정,0.05,2705,42,42130,42130390,14265583.47,4471576.068
4738,2020,12,12,1825,토요일,20201212,2020,12,12,2000,강원도 홍천군 서면 모곡리 산65,null,건축물실화,0.04,1950,42,42720,42720370,14202682.39,4535011.792
4763,2020,12,25,1622,금요일,20201225,2020,12,25,1820,강원도 영월군 영월읍 영흥리 산131-1,null,입산자실화,0.3,13847,42,42750,42750250,14299657.75,4466915.789
3498,2019,1,1,1612,화요일,20190101,2019,1,2,1720,강원도 양양군 서면 송천리 산31-1,null,담뱃불 실화추정,20,1451887,42,42830,42830310,14311385.02,4586099.978
3524,2019,1,10,1117,목요일,20190110,2019,1,10,1205,강원도 고성군 토성면 운봉리 522-2,null,재 투기,0.5,11188,42,42820,42820330,14305380.89,4621407.614
3539,2019,1,19,2240,토요일,20190119,2019,1,19,2345,강원도 강릉시 왕산면 목계리 산17-1,null,(화목)보일러 재화재,0.03,923,42,42150,42150320,14344467.95,4529765.802
3540,2019,1,20,1230,일요일,20190120,2019,1,20,1500,강원도 춘천시 서면 현암리 산13,null,(화목)보일러 재처리 부주의,1.2,47896,42,42110,42110350,14213729.33,4563742.129
3547,2019,1,22,1230,화요일,20190122,2019,1,22,1715,강원도 태백시 백산동 산54,null,입목처분지 벌채작업 중 기계톱 불씨,0.1,4681,42,42190,42190113,14367630.08,4460067.79
3556,2019,1,24,1548,목요일,20190124,2019,1,24,1900,강원도 인제군 서화면 천도리 산175 외 1필,null,원인미상,1,38610,42,42810,42810340,14270123,4611386.674
3569,2019,1,26,1415,토요일,20190126,2019,1,26,1532,강원도 평창군 방림면 운교리 산238,null,(화목)보일러 재 방치,0.05,1542,42,42760,42760320,14280705.92,4498077.382
3577,2019,1,27,1609,일요일,20190127,2019,1,27,1920,강원도 원주시 신림면 신림리 산14,null,입산자 실화,0.2,6060,41,41800,41800310,14141823.39,4584711.94
3581,2019,1,27,1858,일요일,20190127,2019,1,27,2025,강원도 원주시 신림면 신림리 산14,null,입산자 실화,0.2,5919,42,42130,42130390,14260208.56,4472870.408
3573,2019,1,27,1422,일요일,20190127,2019,1,27,1730,강원도 춘천시 신북면 유포리 산7-1,null,담뱃불 실화,2,142957,42,42110,42110250,14224637.3,4573300.05
3588,2019,1,29,1258,화요일,20190129,2019,1,29,1430,강원도 횡성군 청일면 춘당리 산234외2,null,쓰레기 소각,0.4,11488,42,42730,42730350,14265502.35,4523858.606
3598,2019,1,30,1623,수요일,20190130,2019,1,30,2000,강원도 동해시 신흥동 산292-1,null,굴삭기 화재,0.5,21779,42,42170,42170134,14359251.18,4510250.101
3599,2019,1,30,1720,수요일,20190130,2019,1,30,1830,강원도 홍천군 화촌면 송정리 산43,null,원인미상,0.05,1520,42,42720,42720310,14241498.75,4542048.393
3659,2019,2,27,1412,수요일,20190227,2019,2,27,1700,강원도 춘천시 서면 서상리 산130,null,농산폐기물 소각,1,29080,42,42110,42110350,14210202.62,4570406.202
3658,2019,2,27,1134,수요일,20190227,2019,2,27,1250,강원도 평창군 용평면 장평리 산217-1,null,쓰레기 소각,0.1,2919,42,42760,42760350,14294628.32,4523680.717
3675,2019,3,2,1447,토요일,20190302,2019,3,2,1710,강원도 춘천시 남산면 방하리 산133-1,null,입산자 실화,0.02,2378,42,42110,42110400,14197828.79,4547873.652
3676,2019,3,2,1608,토요일,20190302,2019,3,2,1900,강원도 화천군 화천면 신읍리 산249,null,창고화재 추정,0.4,28520,42,42790,42790330,14212354.76,4601567.009
3689,2019,3,4,1240,월요일,20190304,2019,3,4,1800,강원도 홍천군 동면 노천리 산10-51,null,쓰레기 소각,0.6,23854,42,42720,42720350,14257435.59,4533418.5
3712,2019,3,8,1715,금요일,20190308,2019,3,8,1830,강원도 홍천군 서석면 검산리 산16-1,null,(화목)보일러 재 처리불량,0.02,635,42,42720,42720340,14275139.84,4539093.573
3715,2019,3,9,750,토요일,20190309,2019,3,9,900,강원도 강릉시 성산면 관음리 산296-2,null,산림부산물 소각,0.1,2889,42,42150,42150310,14340776.82,4541997.579
3729,2019,3,12,1500,화요일,20190312,2019,3,12,1620,강원도 춘천시 동면 지내리 산32-1,null,원인미상,0.1,2936,42,42110,42110310,14225746.16,4566682.937
3739,2019,3,13,1859,수요일,20190313,2019,3,13,2145,강원도 춘천시 신북면 용산리 산60,null,쓰레기 소각,0.02,681,42,42110,42110250,14217355.89,4571611.78
3755,2019,3,17,1240,일요일,20190317,2019,3,17,1530,강원도 속초시 도문동 산234,null,예초기 조작 과실,1,63336,42,42210,42210111,14311258.78,4603528.92
3808,2019,4,1,1900,월요일,20190401,2019,4,1,2015,강원도 홍천군 서면 길곡리 산43,null,잔디소각,0.02,643,42,42720,42720370,14202220.12,4529833.991
3831,2019,4,3,1422,수요일,20190403,2019,4,3,1730,강원도 횡성군 갑천면 포동리 산83-2,null,숯가공 재처리 부주의,0.7,24879,42,42730,42730340,14259980.13,4513168.701
3856,2019,4,4,2346,목요일,20190404,2019,4,5,2130,강원도 강릉시 옥계면 남양리 산171,null,"신당 전기초 합선(강릉:1033.07,동해:227.08)",1260,109489936,42,42150,42150350,14361347.66,4518731.099
3853,2019,4,4,1917,목요일,20190404,2019,4,5,1800,강원도 고성군 토성면 원암리 산89-2,null,"특고압 전선 아크 불티(고성:936.14,속초:330.48)",1227,130956806,42,42820,42820330,14304873.16,4608605.541
3848,2019,4,4,1445,목요일,20190404,2019,4,6,1800,강원도 인제군 남면 남전리 산168외67필,null,쓰레기 소각,345,11318423,42,42810,42810310,14261653.93,4578877.855
3842,2019,4,4,1330,목요일,20190404,2019,4,4,1405,강원도 횡성군 횡성면 모평리 산38-1,null,성묘객 실화(우편물 소각),0.05,1481,42,42730,42730250,14244580.3,4502806.477
3878,2019,4,7,1039,일요일,20190407,2019,4,7,1221,강원도 영월군 김삿갓면 와석리 산62,null,농산폐기물 소각,0.3,8768,43,43800,43800330,14318607.65,4448236.394
