damagearea,endday,endmonth,endyear,firecause,locbunji,locdong,locgungu,locmenu,locsi,startday,startdayofweek,startmonth,starttime,startyear
0.66,02,03,2023,농산부산물소각,산75-4,개정,안성,성수,경기,02,목요일,03,17:21:00,2023
0.1,02,03,2023,쓰레기소각,산14-1,대덕,천안 동남,개령,충남,02,목요일,03,16:18:00,2023
0.2,02,03,2023,입산자실화,산226,태평,임실,봉강,전북,02,목요일,03,15:20:00,2023
10,02,03,2023,기타,산5,동부,김천,청평,경북,02,목요일,03,15:18:00,2023
1,02,03,2023,입산자실화,산169,조령,광양,정남,전남,02,목요일,03,15:06:00,2023
1,02,03,2023,기타,산161-12,호명,가평,용,경기,02,목요일,03,13:42:00,2023
0.43,02,03,2023,쓰레기소각,산76외3필지,백,화성,완산,경기,02,목요일,03,12:52:00,2023
0.5,02,03,2023,기타,산1-2,월계,담양,미탄,전남,02,목요일,03,11:46:00,2023
0.02,02,03,2023,기타,산7-1,웅천,여수,봉평,전남,02,목요일,03,09:48:00,2023
0.3,02,03,2023,기타,산72,동호,광산,탄천,광주,02,목요일,03,09:27:00,2023
0.06,02,03,2023,기타,산44-1,인왕,경주,신북,경북,02,목요일,03,06:38:00,2023
0.02,02,03,2023,입산자실화,산141,효자,전주,율어,전북,02,목요일,03,04:18:00,2023
0.2,28,02,2023,건축물화재비화,산80,율치,평창,풍양,강원,28,화요일,02,20:09:00,2023
0.03,28,02,2023,기타,산80-1,진조,평창,은척,강원,28,화요일,02,19:27:00,2023
0.3,28,02,2023,쓰레기소각,103-2,남산,공주,왕궁,충남,28,화요일,02,17:11:00,2023
0.24,28,02,2023,농산부산물소각,산129,호암,문경,사매,경북,28,화요일,02,16:56:00,2023
0.1,28,02,2023,농산부산물소각,산27,문양,보성,비봉,전남,28,화요일,02,16:39:00,2023
37,01,03,2023,기타,산6-1,와룡,예천,화남,경북,28,화요일,02,15:46:00,2023
0.5,28,02,2023,농산부산물소각,산170,하흘,상주,금수,경북,28,화요일,02,15:40:00,2023
0.8,28,02,2023,농산부산물소각,산17-1,동촌,익산,안중,전북,28,화요일,02,15:25:00,2023
1,28,02,2023,농산부산물소각,산15,오신,남원,용주,전북,28,화요일,02,15:00:00,2023
1,28,02,2023,기타,산4,봉산,완주,옥산,전북,28,화요일,02,14:18:00,2023
51,28,02,2023,기타,산9,월곡,영천,백아,경북,28,화요일,02,14:17:00,2023
9.1,28,02,2023,쓰레기소각,466.0,영천,성주,원동,경북,28,화요일,02,12:36:00,2023
0.1,26,04,2023,기타,20-39,미곡,북,대곡,세종,26,수요일,04,11:20:00,2023
0.03,08,03,2023,기타,산7-1,조야,평택,남,대구,08,수요일,03,14:20:00,2023
0.15,08,03,2023,농산부산물소각,산5,삼정,합천,맹동,경기,08,수요일,03,14:09:00,2023
163,11,03,2023,입산자실화,산19-4,월평,부여,구산,경남,08,수요일,03,13:59:00,2023
2,08,03,2023,농산부산물소각,산26-1,홍연,화순,부산,충남,08,수요일,03,13:34:00,2023
2,08,03,2023,쓰레기소각,산10,송단,동,내산,전남,08,수요일,03,10:50:00,2023
0.3,08,03,2023,기타,산98,백안,양산,군남,대구,08,수요일,03,10:46:00,2023
0.06,24,04,2023,기타,산86,화제,진주,안면,경남,24,월요일,04,16:49:00,2023
0.05,24,04,2023,쓰레기소각,산58,대곡,군산,옥도,경남,24,월요일,04,13:34:00,2023
0.01,24,04,2023,입산자실화,산15-5,미룡,양주,성수,전북,24,월요일,04,10:01:00,2023
0.01,24,04,2023,건축물화재비화,171-10,경신,음성,간동,경기,24,월요일,04,08:39:00,2023
0.1,24,04,2023,기타,산41-1,두성,창원 마산합포,남성,충북,24,월요일,04,06:22:00,2023
0.45,23,04,2023,건축물화재비화,산33-1,수정,장흥,북도,경남,22,토요일,04,22:30:00,2023
0.01,22,04,2023,입산자실화,347-5,호계,부여,여산,전남,22,토요일,04,17:32:00,2023
0.33,22,04,2023,기타,산10-4,운치,연천,소원,충남,22,토요일,04,16:05:00,2023
0.1,22,04,2023,기타,산103,왕림,태안,공성,경기,22,토요일,04,15:15:00,2023
0.01,22,04,2023,입산자실화,307-7,중장,군산,적성,충남,22,토요일,04,10:33:00,2023
0.03,22,04,2023,기타,산1,어청도,진안,국토정중앙,전북,19,수요일,04,23:40:00,2023
0.5,22,03,2023,쓰레기소각,산226,좌포,화천,무풍,전북,22,수요일,03,19:47:00,2023
0.05,22,03,2023,기타,산41-3,오음,청주 상당,소양,강원,22,수요일,03,17:15:00,2023
0.5,22,03,2023,건축물화재비화,산23,귀래,옹진,백운,충북,22,수요일,03,16:00:00,2023
0.03,22,03,2023,기타,산21-2,신도,익산,주왕산,인천,22,수요일,03,15:42:00,2023
0.5,22,03,2023,기타,산62,두여,태안,유림,전북,22,수요일,03,14:31:00,2023
0.2,22,03,2023,기타,산267,신덕,상주,왕징,충남,22,수요일,03,12:41:00,2023
0.5,22,03,2023,입산자실화,산62,영오,단양,남한산성,경북,22,수요일,03,12:37:00,2023
1,22,03,2023,기타,산1-1,성곡,양구,두촌,충북,22,수요일,03,12:20:00,2023
0.5,22,03,2023,기타,산149,적,무주,안의,강원,22,수요일,03,12:16:00,2023
0.1,22,03,2023,입산자실화,산14-1,철목,완주,안강,전북,22,수요일,03,11:25:00,2023
0.2,22,03,2023,기타,산263,명덕,제천,양지,전북,22,수요일,03,11:07:00,2023
0.4,22,03,2023,담뱃불실화,산71,평동,청송,황전,충북,22,수요일,03,01:10:00,2023
0.5,20,04,2023,기타,산53-1,주산지,함양,강동,경북,20,목요일,04,14:50:00,2023
0.04,14,04,2023,기타,산68-8,옥매,연천,팔덕,경남,14,금요일,04,13:11:00,2023
0.05,31,03,2023,기타,산97-7,무등,광주,광산,경기,31,금요일,03,20:00:00,2023
0.01,31,03,2023,입산자실화,산70-3,하번천,홍천,외동,경기,31,금요일,03,16:47:00,2023
0.8,31,03,2023,기타,산134-133,천현,함양,별량,강원,31,금요일,03,15:45:00,2023
0.1,31,03,2023,건축물화재비화,산15,당본,원주,선남,경남,31,금요일,03,15:17:00,2023
1,31,03,2023,건축물화재비화,산38-2,봉산,경주,진부,강원,31,금요일,03,14:46:00,2023
0.22,31,03,2023,입산자실화,산62-9,옥산,용인 처인,화암,경북,31,금요일,03,14:33:00,2023
0.16,31,03,2023,쓰레기소각,803-9,주북,순천,미산,경기,31,금요일,03,13:15:00,2023
0.5,31,03,2023,담뱃불실화,산114-2,대치,경주,청풍,전남,31,금요일,03,12:29:00,2023
0.27,31,03,2023,기타,26.0,호명,순창,청성,경북,31,금요일,03,12:10:00,2023
0.1,31,03,2023,기타,산28-1,청계,부강,심천,전북,31,금요일,03,11:39:00,2023
0.01,31,03,2023,기타,산250,운곡,광산,한수,세종,31,금요일,03,09:50:00,2023
0.09,31,03,2023,기타,산34,오운,경주,용진,광주,31,금요일,03,00:39:00,2023
0.04,11,04,2023,기타,산82-29,문산,강릉,예산,경북,11,화요일,04,16:25:00,2023
119.92,15,04,2023,기타,산20-1,난곡,순천,청풍,강원,11,화요일,04,08:30:00,2023
16,20,03,2023,쓰레기소각,산137,금치,성주,북내,전남,18,토요일,03,21:31:00,2023
0.1,19,03,2023,기타,산43-1,관화,평창,용진,경북,18,토요일,03,16:56:00,2023
15,19,03,2023,기타,산40,신기,정선,기성,강원,18,토요일,03,16:38:00,2023
0.8,19,03,2023,농산부산물소각,산51,백전,보령,상북,강원,18,토요일,03,15:45:00,2023
2,18,03,2023,입산자실화,산18-2,남심,화순,철마,충남,18,토요일,03,15:17:00,2023
3,19,03,2023,입산자실화,산92-1,신,옥천,대산,전남,18,토요일,03,14:55:00,2023
0.3,18,03,2023,쓰레기소각,산58,조천,영동,운산,충북,18,토요일,03,14:34:00,2023
10,18,03,2023,기타,산53-1,금정,제천,산동,충북,18,토요일,03,14:08:00,2023
0.1,18,03,2023,입산자실화,산20-7,북노,완주,신지,충북,18,토요일,03,14:01:00,2023
3,18,03,2023,기타,산129-8,간중,예산,탄천,전북,18,토요일,03,13:34:00,2023
2,18,03,2023,담뱃불실화,산4-1,예산,제천,대합,충남,18,토요일,03,13:21:00,2023
0.2,18,03,2023,쓰레기소각,산27,오산,여주,무풍,충북,18,토요일,03,12:41:00,2023
0.07,18,03,2023,농산부산물소각,산19-1,지내,완주,남천,경기,18,토요일,03,12:15:00,2023
0.7,18,03,2023,기타,산67-1,운곡,울진,삼산,전북,18,토요일,03,11:47:00,2023
0.9,02,02,2023,기타,산151,정명,울주,목천,경북,01,수요일,02,22:32:00,2023
0.2,01,02,2023,입산자실화,산56,궁근전,기장,장계,울산,01,수요일,02,19:46:00,2023
0.03,01,02,2023,기타,산16,이곡,유성,마산,부산,01,수요일,02,18:07:00,2023
0.03,01,02,2023,입산자실화,산37-1,갑,연서,강천,대전,01,수요일,02,16:19:00,2023
0.04,01,02,2023,입산자실화,산33-1,부동,함안,용문,세종,01,수요일,02,15:57:00,2023
1.5,01,02,2023,쓰레기소각,산8,장암,서산,월등,경남,01,수요일,02,14:00:00,2023
0.6,05,03,2023,담뱃불실화,산5,안호,남동,영양,충남,05,일요일,03,19:18:00,2023
0.01,05,03,2023,기타,산61-12,장수,구례,신풍,인천,05,일요일,03,15:40:00,2023
0.05,05,03,2023,입산자실화,"산51,산52",수기,완도,태안,전남,05,일요일,03,14:50:00,2023
0.3,05,03,2023,쓰레기소각,산232-1,월양,공주,홍동,전남,05,일요일,03,14:13:00,2023
0.9,05,03,2023,쓰레기소각,산26,광명,창녕,충화,충남,05,일요일,03,13:33:00,2023
0.05,05,03,2023,기타,산32,주매,무주,임계,경남,05,일요일,03,12:46:00,2023
0.3,05,03,2023,담뱃불실화,산76-1,금평,경산,영중,전북,05,일요일,03,12:16:00,2023
3,05,03,2023,쓰레기소각,산121,산전,광산,장계,경북,05,일요일,03,12:16:00,2023
0.05,05,03,2023,기타,산151,내산,동,서원,광주,05,일요일,03,11:54:00,2023
0.15,05,03,2023,기타,산32-1,직,고성,덕양,대전,05,일요일,03,05:34:00,2023
0.05,10,01,2023,기타,산44,두포,천안 동남,이서,경남,10,화요일,01,13:55:00,2023
0.1,20,03,2023,기타,산130-1,도장,장수,가야,충남,20,월요일,03,14:50:00,2023
0.1,20,03,2023,담뱃불실화,산55-1,명덕,서천,광탄,전북,20,월요일,03,13:51:00,2023
12,20,03,2023,농산부산물소각,산46,요곡,여주,안의,충남,20,월요일,03,13:48:00,2023
0.01,03,03,2023,기타,산115-1,부평,전동,금산,경기,03,금요일,03,19:32:00,2023
0.26,03,03,2023,입산자실화,산44-6,청람,양평,산외,세종,03,금요일,03,18:06:00,2023
0.02,03,03,2023,쓰레기소각,산87-1,삼성,김해,금마,경기,03,금요일,03,17:25:00,2023
0.03,03,03,2023,기타,산2-3,어방,순천,대구,경남,03,금요일,03,14:16:00,2023
47,04,03,2023,농산부산물소각,산15,망용,영양,상하,전남,03,금요일,03,14:13:00,2023
40,04,03,2023,기타,산62,무창,공주,동송,경북,03,금요일,03,14:11:00,2023
2,03,03,2023,쓰레기소각,산62-1,봉갑,광산,세도,충남,03,금요일,03,14:02:00,2023
0.08,03,03,2023,기타,213-4,남산,태안,지정,광주,03,금요일,03,12:44:00,2023
0.1,03,03,2023,농산부산물소각,577-2,반곡,홍성,백학,충남,03,금요일,03,11:58:00,2023
0.03,03,03,2023,쓰레기소각,177-9,대원,부여,용암,충남,03,금요일,03,10:57:00,2023
0.09,03,03,2023,쓰레기소각,산100,가화,정선,금구,충남,03,금요일,03,10:41:00,2023
0.03,03,03,2023,건축물화재비화,산25,도전,당진,청라,강원,03,금요일,03,08:10:00,2023
0.1,03,03,2023,기타,산4-4,시곡,포천,성연,충남,03,금요일,03,00:16:00,2023
0.03,25,05,2023,담뱃불실화,산178-1,금주,장수,복수,경기,25,목요일,05,14:37:00,2023
0.05,25,05,2023,기타,산5-6,송천,횡성,청풍,전북,25,목요일,05,12:48:00,2023
0.8,23,05,2023,건축물화재비화,산182,창촌,의정부,옥천,강원,23,화요일,05,16:52:00,2023
0.02,23,05,2023,기타,산50,민락,고양,와부,경기,23,화요일,05,16:30:00,2023
0.1,23,05,2023,쓰레기소각,31079.0,용두,청도,소보,경기,23,화요일,05,14:43:00,2023
0.01,23,05,2023,기타,605-4,흥선,과천,군북,경북,23,화요일,05,13:39:00,2023
0.01,22,05,2023,기타,산58-2,막계,합천,대호지,경기,22,월요일,05,19:39:00,2023
0.01,12,05,2023,입산자실화,산25-1,죽전,연제,송라,경남,12,금요일,05,13:48:00,2023
0.01,12,05,2023,입산자실화,산183-1,연산,동두천,서부,부산,12,금요일,05,09:08:00,2023
0.1,02,04,2023,기타,산15-1,생연,파주,지평,경기,02,일요일,04,21:15:00,2023
0.16,02,04,2023,기타,산73,마장,동,송산,경기,02,일요일,04,19:45:00,2023
0.5,02,04,2023,기타,산50-6,판암,함양,목천,대전,02,일요일,04,18:24:00,2023
0.02,02,04,2023,기타,산15,당본,고흥,북,경남,02,일요일,04,17:19:00,2023
2,04,04,2023,기타,264-3,어전,정읍,해미,전남,02,일요일,04,16:15:00,2023
1.5,03,04,2023,기타,산89,화죽,홍성,산동,전북,02,일요일,04,16:07:00,2023
0.16,02,04,2023,기타,산10,월암,강진,대화,충남,02,일요일,04,15:52:00,2023
0.1,02,04,2023,기타,23-5,저두,고창,장평,전남,02,일요일,04,15:36:00,2023
4,03,04,2023,농산부산물소각,산74-9,송곡,철원,홍해,전북,02,일요일,04,15:29:00,2023
0.7,02,04,2023,기타,1097-2,오지,부여,노성,강원,02,일요일,04,15:24:00,2023
15,03,04,2023,담뱃불실화,산69-7,동사,원주,백암,충남,02,일요일,04,15:03:00,2023
1,02,04,2023,기타,산13-21,안창,연천,산외,강원,02,일요일,04,15:03:00,2023
1,02,04,2023,기타,산41,길현,성주,송광,경기,02,일요일,04,14:51:00,2023
0.5,02,04,2023,기타,산79-4,대봉,김제,석문,경북,02,일요일,04,14:47:00,2023
0.05,02,04,2023,담뱃불실화,산12,청운,시흥,미원,전북,02,일요일,04,14:45:00,2023
0.03,02,04,2023,기타,산19,거모,보령,흥천,경기,02,일요일,04,14:10:00,2023
70,03,04,2023,농산부산물소각,377.0,내현,서산,옹동,충남,02,일요일,04,13:46:00,2023
4,02,04,2023,쓰레기소각,569-16,일람,금산,백령,충남,02,일요일,04,13:11:00,2023
889.36,04,04,2023,입산자실화,산24-3,신대,제천,안양,충남,02,일요일,04,12:24:00,2023
0.2,02,04,2023,기타,산13-38,도화,양평,북하,충북,02,일요일,04,12:10:00,2023
1.5,02,04,2023,기타,산247-1,신복,남양주,남일,경기,02,일요일,04,12:10:00,2023
3.86,02,04,2023,기타,산100-8,율석,종로,원동,경기,02,일요일,04,11:56:00,2023
6,04,04,2023,기타,362-7,부암,군위,전곡,서울,02,일요일,04,11:53:00,2023
35,03,04,2023,기타,산5,보현,옥천,사내,경북,02,일요일,04,11:48:00,2023
25,03,04,2023,기타,산6외43필지,이평,당진,한림,충북,02,일요일,04,11:23:00,2023
68,02,04,2023,기타,산166,사성,포항 북,한반도,충남,02,일요일,04,11:19:00,2023
0.1,02,04,2023,기타,산110,중산,홍성,이안,경북,02,일요일,04,11:14:00,2023
1454,04,04,2023,담뱃불실화,538.0,중,양평,가북,충남,02,일요일,04,11:00:00,2023
3,02,04,2023,기타,산133외3필지,망미,화성,양서,경기,02,일요일,04,11:00:00,2023
0.19,02,04,2023,쓰레기소각,20.0,마산,천안,봉산,경기,02,일요일,04,10:05:00,2023
1.1,02,04,2023,기타,325-3,송전,천안 동남,중등,충남,02,일요일,04,09:56:00,2023
1.2,02,04,2023,기타,산105-1,명덕,서산,성수,충남,02,일요일,04,09:50:00,2023
0.5,02,04,2023,입산자실화,산6,산수,남원,함라,충남,02,일요일,04,08:47:00,2023
0.3,02,04,2023,기타,산116,대상,화성,조도,전북,02,일요일,04,05:44:00,2023
0.13,18,05,2023,기타,산84-1,중,평창,백암,경기,17,수요일,05,21:42:00,2023
0.02,17,05,2023,입산자실화,264-2,용포,당진,의창,세종,17,수요일,05,16:35:00,2023
0.3,17,05,2023,기타,산554,대화,청양,용주,강원,17,수요일,05,11:10:00,2023
0.5,17,05,2023,기타,146,원당,포항 북,성산,충남,17,수요일,05,10:44:00,2023
0.03,16,05,2023,입산자실화,10-2,적곡,논산,원동,충남,16,화요일,05,14:35:00,2023
0.1,16,05,2023,기타,산314,대련,용인 처인,장안,경북,16,화요일,05,13:44:00,2023
0.13,17,05,2023,기타,산1-5,원성,보은,금서,세종,16,화요일,05,13:39:00,2023
0.1,09,03,2023,기타,산5-1,교촌,순천,웅촌,충남,09,목요일,03,15:57:00,2023
0.06,09,03,2023,기타,산116,백봉,당진,성산,경기,09,목요일,03,12:38:00,2023
1,09,03,2023,쓰레기소각,산14,중티,청주 상당,주산,충북,09,목요일,03,10:16:00,2023
0.1,09,03,2023,건축물화재비화,산1-1,신평,여주,초평,전남,09,목요일,03,08:32:00,2023
0.15,09,03,2023,기타,861-3,교로,정읍,개군,충남,09,목요일,03,00:17:00,2023
0.8,28,04,2023,입산자실화,산30,월용,옹진,창선,충북,28,금요일,04,15:16:00,2023
0.03,28,04,2023,기타,산78-1,복대,장흥,청통,경기,28,금요일,04,14:38:00,2023
0.3,28,04,2023,쓰레기소각,산69,산성,장성,백운,전북,28,금요일,04,11:55:00,2023
0.16,12,04,2023,기타,산191-4,가을,과천,회천,인천,12,수요일,04,16:39:00,2023
0.1,12,04,2023,입산자실화,산30-1,수문,금산,일산동,전남,12,수요일,04,13:50:00,2023
0.1,12,04,2023,기타,산11,대악,양산,비인,전남,12,수요일,04,13:45:00,2023
0.01,12,04,2023,기타,산11,중앙,연천,손불,경기,12,수요일,04,12:46:00,2023
0.01,12,04,2023,기타,691-2,신동,화천,남양,충남,12,수요일,04,11:02:00,2023
0.3,12,04,2023,기타,산30외2,원,김해,회천,경남,12,수요일,04,05:31:00,2023
0.01,10,05,2023,기타,322-1,간파,영월,목천,경기,10,수요일,05,16:12:00,2023
0.1,10,05,2023,기타,산38,사창,상주,일직,강원,10,수요일,05,12:01:00,2023
0.1,13,01,2023,기타,산190-4,금곡,거창,남송,경남,13,금요일,01,02:16:00,2023
0.2,03,05,2023,기타,산123-13,쌍용,하남,신동,강원,03,수요일,05,16:28:00,2023
0.01,07,02,2023,기타,산107,아천,양평,웅천,경북,07,화요일,02,15:09:00,2023
0.02,07,02,2023,건축물화재비화,산154,우혜,합천,덕산,경남,07,화요일,02,14:20:00,2023
0.01,07,02,2023,기타,산64-15,감북,상주,두서,경기,07,화요일,02,13:33:00,2023
0.01,07,02,2023,기타,산87,신원,임실,서하,경기,07,화요일,02,09:34:00,2023
0.3,07,02,2023,기타,산132,양지,익산,호계,경남,06,월요일,02,22:16:00,2023
0.03,06,02,2023,기타,산73,회상,진도,영동,경북,06,월요일,02,18:23:00,2023
0.3,06,02,2023,쓰레기소각,산70,성수,연기,향남,전북,06,월요일,02,13:50:00,2023
0.1,06,02,2023,기타,산43-4,신목,용인 처인,동남,전북,06,월요일,02,13:02:00,2023
0.1,06,02,2023,농산부산물소각,산171,신옥,창원,남이,전남,06,월요일,02,11:59:00,2023
0.03,15,02,2023,기타,산54-1,눌왕,합천,양지,세종,15,수요일,02,15:50:00,2023
0.1,15,02,2023,기타,238-1,박곡,광산,평은,경기,15,수요일,02,15:00:00,2023
0.03,15,02,2023,기타,산18-4,지귀,강릉,초월,경남,15,수요일,02,04:01:00,2023
0.1,09,01,2023,기타,산53-4,방곡,순천,선장,경남,09,월요일,01,19:41:00,2023
0.06,09,01,2023,기타,산176-1,광산,양산,김삿갓,광주,09,월요일,01,18:05:00,2023
0.06,09,01,2023,쓰레기소각,산463-3,위촌,기장,송광,강원,09,월요일,01,13:39:00,2023
0.6,29,01,2023,농산부산물소각,산11,대대,산청,대동,전남,29,일요일,01,12:16:00,2023
0.1,29,01,2023,쓰레기소각,산226-2,용당,울주,와부,경남,29,일요일,01,10:58:00,2023
0.15,24,01,2023,기타,368-1,월내,창원,창수,부산,24,화요일,01,12:53:00,2023
0.01,24,01,2023,입산자실화,산15-5,지막,보령,덕진,경남,24,화요일,01,06:05:00,2023
0.01,22,01,2023,기타,313-2,초천,진천,기산,울산,22,일요일,01,13:35:00,2023
0.01,22,01,2023,기타,626-1,양곡,양평,곤지암,경남,22,일요일,01,11:07:00,2023
0.05,19,03,2023,농산부산물소각,산90-1,야룡,남해,무안,충남,19,일요일,03,18:26:00,2023
0.1,19,03,2023,입산자실화,산30-26,용정,영천,백석,충북,19,일요일,03,18:00:00,2023
0.05,19,03,2023,담뱃불실화,산9,부대,제천,거제,경기,19,일요일,03,16:08:00,2023
0.3,19,03,2023,농산부산물소각,산142-2,가인,보성,부리,경남,19,일요일,03,14:54:00,2023
1.5,19,03,2023,건축물화재비화,산32-1,죽정,고양,가남,경북,19,일요일,03,14:40:00,2023
0.1,19,03,2023,담뱃불실화,산11,화당,서천,대강,충북,19,일요일,03,12:10:00,2023
0.1,19,03,2023,입산자실화,703-4,봉강,함평,청성,전남,19,일요일,03,05:50:00,2023
0.03,04,04,2023,건축물화재비화,산48,사리현,화성,영귀미,경기,04,화요일,04,19:44:00,2023
0.22,04,04,2023,담뱃불실화,산102,율,보성,파주,충남,04,화요일,04,15:17:00,2023
0.5,04,04,2023,입산자실화,산124-1,학산,천안,탄부,전남,04,화요일,04,14:20:00,2023
0.09,04,04,2023,기타,산149,남양,안동,개포,경기,04,화요일,04,11:51:00,2023
0.1,04,04,2023,입산자실화,산84,전일,광주,소천,전남,04,화요일,04,10:50:00,2023
1,04,04,2023,기타,산31,지산,정선,이양,충남,04,화요일,04,05:45:00,2023
1.2,17,04,2023,기타,산172,평팔,달서,사등,경북,17,월요일,04,11:56:00,2023
0.03,16,04,2023,기타,산89-5,귀여,구리,만안,경기,16,일요일,04,14:45:00,2023
0.01,16,04,2023,기타,산127,예미,보령,옥종,강원,16,일요일,04,13:54:00,2023
0.01,16,04,2023,기타,산206-1,성당,제천,병곡,대구,16,일요일,04,12:22:00,2023
0.11,14,04,2023,담뱃불실화,산49-1,아천,울주,별내,경기,13,목요일,04,22:17:00,2023
0.3,13,04,2023,입산자실화,산46-3,황교,함양,입암,충남,13,목요일,04,19:05:00,2023
0.01,13,04,2023,기타,산37-1,신현,문경,낭성,충북,13,목요일,04,14:09:00,2023
0.2,13,04,2023,입산자실화,산164,차,영동,공성,울산,13,목요일,04,13:59:00,2023
0.03,13,04,2023,기타,산129-1,황산,화성,군내,경남,13,목요일,04,13:43:00,2023
2,13,04,2023,농산부산물소각,산15,지천,천안,서천,경북,13,목요일,04,13:21:00,2023
0.01,13,04,2023,담뱃불실화,산31,가,금산,차황,충북,13,목요일,04,10:22:00,2023
0.13,10,04,2023,기타,46.0,수직,용인 처인,지천,경기,10,월요일,04,14:10:00,2023
0.5,04,04,2023,기타,344-94,용곡,영주,면천,충남,03,월요일,04,21:39:00,2023
2.5,04,04,2023,기타,산106,역평,광주,비봉,충남,03,월요일,04,17:20:00,2023
0.66,03,04,2023,기타,산95-1,주북,아산,봉양,경기,03,월요일,04,14:47:00,2023
210,04,04,2023,기타,산40,오운,영월,동,경북,03,월요일,04,14:19:00,2023
0.8,04,04,2023,기타,산8,학동,순천,충화,경기,03,월요일,04,14:15:00,2023
0.07,03,04,2023,기타,261-29,선창,함평,임동,충남,03,월요일,04,13:33:00,2023
0.5,03,04,2023,기타,산164-2,예밀,남양주,남지,강원,03,월요일,04,13:07:00,2023
190,04,04,2023,기타,산179-3,봉산,포천,복수,전남,03,월요일,04,13:02:00,2023
475,04,04,2023,쓰레기소각,496-2,연암,전주,현내,전남,03,월요일,04,12:19:00,2023
27,04,04,2023,기타,산160,팔당,양주,칠원,경기,03,월요일,04,12:18:00,2023
1.6,03,04,2023,기타,621.0,주원,서천,웅포,경기,03,월요일,04,05:47:00,2023
0.03,01,04,2023,입산자실화,산80-1,우아1가,광주,함창,전북,01,토요일,04,18:50:00,2023
0.01,01,04,2023,담뱃불실화,산31-1,남방,연제,구룡포,경기,01,토요일,04,18:25:00,2023
0.1,01,04,2023,농산부산물소각,산12-1,가공,밀양,홍동,충남,01,토요일,04,17:37:00,2023
0.06,01,04,2023,기타,산131,부항,하남,함양,경기,01,토요일,04,17:01:00,2023
0.01,16,03,2023,담뱃불실화,산182-1,연산,양주,내가,부산,16,목요일,03,12:02:00,2023
0.2,16,03,2023,기타,산39,옹동,거제,부리,경남,16,목요일,03,11:29:00,2023
0.2,16,03,2023,건축물화재비화,"산54-5,282-6",상사창,금산,은산,경기,15,수요일,03,22:20:00,2023
0.01,14,03,2023,기타,산4-14,방성,여주,대곡,경기,14,화요일,03,16:10:00,2023
0.04,14,03,2023,입산자실화,산36-1,내간,남원,은풍,경남,14,화요일,03,14:49:00,2023
3,14,03,2023,기타,895-1,평촌,옥천,세도,충남,14,화요일,03,14:36:00,2023
1.93,14,03,2023,기타,526-13,태평,홍천,상사,경기,14,화요일,03,13:58:00,2023
0.3,14,03,2023,기타,산155,사석,파주,송산,전북,14,화요일,03,13:54:00,2023
0.06,14,03,2023,기타,산29,소서,보은,북상,충북,14,화요일,03,13:41:00,2023
0.16,14,03,2023,기타,50-13,삼현,예천,점동,강원,14,화요일,03,13:37:00,2023
0.03,14,03,2023,기타,산52-1,봉서,봉화,일직,경기,14,화요일,03,13:30:00,2023
0.01,14,03,2023,기타,산17,상장,화순,칠량,충북,14,화요일,03,12:44:00,2023
0.1,14,03,2023,농산부산물소각,산15,장송,거제,정관,경북,14,화요일,03,12:30:00,2023
1,13,03,2023,기타,산51-1,남회룡,안양,온정,경북,13,월요일,03,20:07:00,2023
0.03,13,03,2023,입산자실화,산10,목곡,하동,의당,전남,13,월요일,03,09:33:00,2023
0.01,13,03,2023,기타,산87-1,오량,함양,유곡,경남,13,월요일,03,06:59:00,2023
0.01,12,03,2023,담뱃불실화,산11-1,석수,남양주,명호,경기,12,일요일,03,14:39:00,2023
0.5,12,03,2023,기타,산78,위태,정읍,노곡,경남,12,일요일,03,03:56:00,2023
0.01,10,03,2023,기타,산153-7,원산,청주 상당,월룡,경남,10,금요일,03,15:57:00,2023
0.27,10,03,2023,농산부산물소각,산26-23,용암,상주,도계,경기,10,금요일,03,14:58:00,2023
1,10,03,2023,입산자실화,56-2,봉양,포천,문의,전북,10,금요일,03,13:05:00,2023
1,10,03,2023,농산부산물소각,산55-1,추정,북,문경,충북,10,금요일,03,13:04:00,2023
0.5,10,03,2023,담뱃불실화,산35,봉산,서천,비봉,경북,10,금요일,03,12:10:00,2023
0.01,07,03,2023,담뱃불실화,541,하성북,금정,소보,경기,07,화요일,03,18:53:00,2023
0.03,07,03,2023,기타,산87-4,노곡,산청,임동,대구,07,화요일,03,18:28:00,2023
0.06,07,03,2023,농산부산물소각,산21-3,태월,칠곡,양평,충남,07,화요일,03,17:04:00,2023
0.01,07,03,2023,입산자실화,산157-2,오륜,수성,덕양,부산,07,화요일,03,15:53:00,2023
1,07,03,2023,기타,산47,장박,당진,진상,경남,07,화요일,03,15:47:00,2023
0.03,07,03,2023,입산자실화,산49,용산,완주,서종,경북,07,화요일,03,14:11:00,2023
0.5,07,03,2023,쓰레기소각,산35,지산,동,가양곡,대구,07,화요일,03,13:45:00,2023
7,07,03,2023,농산부산물소각,730-4,율사,남,소양,충남,07,화요일,03,12:35:00,2023
0.1,04,03,2023,입산자실화,산67-1,이전,제천,원동,전북,04,토요일,03,18:53:00,2023
0.01,04,03,2023,기타,산122-2,지산,화순,백전,광주,04,토요일,03,18:29:00,2023
4,05,03,2023,기타,산306,대명,부여,문평,대구,04,토요일,03,18:09:00,2023
0.2,04,03,2023,쓰레기소각,산39-1,학산,서,진영,충북,04,토요일,03,14:15:00,2023
