damagearea,endday,endmonth,endyear,firecause,locbunji,locdong,locgungu,locmenu,locsi,startday,startdayofweek,startmonth,starttime,startyear
0.5,04,03,2023,쓰레기소각,산6,대포,안동,팔덕,전남,04,토요일,03,13:40:00,2023
0.3,04,03,2023,기타,산87-1,현미,보령,초월,충남,04,토요일,03,13:00:00,2023
0.01,04,03,2023,기타,산35,용촌,창녕,기계,대전,04,토요일,03,10:50:00,2023
0.3,27,02,2023,기타,산68,망천,금산,일광,경북,27,월요일,02,18:42:00,2023
0.01,27,02,2023,기타,152.0,명천,고성,강천,충남,27,월요일,02,18:03:00,2023
8,28,02,2023,기타,산22,반포,함안,청운,경남,27,월요일,02,17:01:00,2023
1.7,27,02,2023,기타,산41-13,수영,익산,온양,충남,27,월요일,02,15:08:00,2023
0.1,27,02,2023,기타,산33-1,죽정,상주,구룡포,강원,27,월요일,02,13:00:00,2023
0.15,27,02,2023,농산부산물소각,산101,오곡,포항,고령,경남,27,월요일,02,12:35:00,2023
0.3,27,02,2023,건축물화재비화,125-1,제성,홍성,금사,전북,27,월요일,02,12:26:00,2023
0.2,27,02,2023,기타,산90,신덕,함양,함양,경북,27,월요일,02,11:50:00,2023
0.1,27,02,2023,기타,산16-2,병포,강화,도화,경북,27,월요일,02,11:37:00,2023
0.01,27,02,2023,쓰레기소각,401-2,원천,금산,적상,충남,27,월요일,02,10:34:00,2023
0.1,26,02,2023,입산자실화,산14,난평,부여,연초,경남,25,토요일,02,23:26:00,2023
0.02,25,02,2023,쓰레기소각,산214,오상,진주,만안,인천,25,토요일,02,18:34:00,2023
1,25,02,2023,기타,산9,방우,예천,학교,충남,25,토요일,02,18:00:00,2023
1,25,02,2023,기타,산6,합수,부여,옥성,충남,25,토요일,02,15:36:00,2023
0.5,25,02,2023,농산부산물소각,산122-3,유곡,순천,가천,경남,25,토요일,02,14:26:00,2023
0.1,25,02,2023,기타,산36,동사,화성,미로,경북,25,토요일,02,13:52:00,2023
0.5,25,02,2023,쓰레기소각,"산44-3,산44-9",귀덕,거창,산양,충남,25,토요일,02,13:22:00,2023
0.1,25,02,2023,담뱃불실화,산208-5,쌍지,여주,기장,전남,25,토요일,02,13:01:00,2023
0.09,25,02,2023,기타,산59-1,독지,안동,달산,경기,25,토요일,02,12:52:00,2023
0.05,25,02,2023,쓰레기소각,산160,갈계,서,감천,경남,25,토요일,02,12:40:00,2023
0.6,25,02,2023,농산부산물소각,101-1,사곡,강진,자월,경기,25,토요일,02,12:39:00,2023
0.3,25,02,2023,쓰레기소각,산48-1,명진,기장,용궁,경북,25,토요일,02,10:47:00,2023
0.01,24,02,2023,입산자실화,산56,장안,울진,희천,대전,24,금요일,02,17:47:00,2023
0.05,24,02,2023,기타,산48,명주,공주,남천,전남,24,금요일,02,14:29:00,2023
3,24,02,2023,기타,산106-8,빙산,의령,상북,부산,24,금요일,02,14:20:00,2023
0.06,24,02,2023,기타,산140,덕인,봉화,대창,경북,24,금요일,02,13:14:00,2023
0.1,23,02,2023,기타,224-1,청룡,북,강구,충남,23,목요일,02,20:07:00,2023
0.5,23,02,2023,농산부산물소각,산21,오목,삼척,생비량,경남,23,목요일,02,16:18:00,2023
0.2,23,02,2023,입산자실화,산81,북곡,파주,청량,경북,23,목요일,02,15:33:00,2023
0.03,23,02,2023,기타,산160-1,시례,삼척,하일,울산,23,목요일,02,13:22:00,2023
0.2,23,02,2023,건축물화재비화,산30,중마읍,청주 상당,대가,강원,23,목요일,02,12:14:00,2023
0.1,22,02,2023,기타,269-9,도내,문경,왕산,경기,22,수요일,02,14:52:00,2023
0.1,22,02,2023,기타,328-13,늑구,시흥,미조,강원,22,수요일,02,12:26:00,2023
2.1,22,02,2023,농산부산물소각,산6,문덕,종로,선남,충북,22,수요일,02,11:53:00,2023
0.5,21,02,2023,기타,산83,중평,화성,서하,경북,21,화요일,02,12:38:00,2023
0.07,21,02,2023,쓰레기소각,산113-1,조남,군위,마산,경기,21,화요일,02,11:36:00,2023
0.01,20,02,2023,담뱃불실화,산3-1,구기,안동,죽왕,서울,20,월요일,02,13:26:00,2023
0.3,20,02,2023,쓰레기소각,산61-7,자안,양평,금천,경기,20,월요일,02,12:40:00,2023
0.1,20,02,2023,담뱃불실화,산167-1,내의,고양,송지,경북,20,월요일,02,11:29:00,2023
1,19,02,2023,기타,산99,사월,연서,근덕,경북,19,일요일,02,19:14:00,2023
0.12,19,02,2023,기타,산86,오빈,광양,웅촌,경기,19,일요일,02,17:13:00,2023
0.06,17,02,2023,기타,665-8,행신,시흥,상북,경기,17,금요일,02,14:04:00,2023
0.5,17,02,2023,농산부산물소각,산22,고복,양평,원동,세종,17,금요일,02,11:36:00,2023
0.1,17,02,2023,건축물화재비화,산293,어치,하남,오창,전남,17,금요일,02,05:59:00,2023
0.03,14,02,2023,건축물화재비화,산32,포,논산,병곡,경기,14,화요일,02,14:18:00,2023
0.06,12,02,2023,건축물화재비화,산63,정배,완주,두원,경기,12,일요일,02,22:38:00,2023
0.01,10,02,2023,쓰레기소각,산41-1,초이,진주,계곡,경기,10,금요일,02,12:04:00,2023
0.01,09,02,2023,담뱃불실화,산1-4,함적,양산,유림,충남,09,목요일,02,19:40:00,2023
0.4,09,02,2023,기타,산38,화심,함양,창선,전북,09,목요일,02,12:57:00,2023
0.01,05,02,2023,기타,산16-4,망경,나주,주문진,경남,05,일요일,02,20:16:00,2023
0.02,05,02,2023,기타,산12,용당,김해,거진,경남,05,일요일,02,20:11:00,2023
0.01,05,02,2023,쓰레기소각,산84,운산,순창,원삼,경남,05,일요일,02,18:37:00,2023
0.2,05,02,2023,쓰레기소각,산62,계로,광주,휴천,전남,05,일요일,02,15:20:00,2023
0.1,05,02,2023,기타,산8-3,죽곡,포항 북,법원,경남,05,일요일,02,15:00:00,2023
0.2,05,02,2023,건축물화재비화,산22-8,구룡,순천,개군,전북,05,일요일,02,14:29:00,2023
0.03,05,02,2023,기타,산22-1,신월,기장,상북,경기,05,일요일,02,14:23:00,2023
0.1,04,02,2023,기타,산82,봉계,여주,화양,경북,04,토요일,02,18:20:00,2023
0.1,04,02,2023,기타,914.0,인월,양평,용평,전남,04,토요일,02,11:51:00,2023
0.5,04,02,2023,담뱃불실화,산256-1,용천,동해,삼남,부산,04,토요일,02,10:54:00,2023
0.95,04,02,2023,기타,산10-3,강천,울주,현북,경기,03,금요일,02,17:26:00,2023
0.2,03,02,2023,기타,산33,다대,금정,장흥,경기,03,금요일,02,15:29:00,2023
0.02,31,01,2023,기타,산33,심곡,포항 남,운주,강원,31,화요일,01,11:41:00,2023
0.02,30,01,2023,기타,901.0,고산,영천,동,울산,30,월요일,01,15:18:00,2023
0.01,28,01,2023,기타,산59-1,두구,사하,와부,부산,28,토요일,01,18:28:00,2023
0.1,28,01,2023,기타,산6-1,늘태,여주,양동,경북,28,토요일,01,10:19:00,2023
0.5,27,01,2023,기타,산15-5,대의,함양,용문,경북,27,금요일,01,14:27:00,2023
0.01,26,01,2023,기타,산37-1,괴정,고흥,팔탄,부산,26,목요일,01,17:53:00,2023
0.12,25,01,2023,쓰레기소각,산38,도곡,무주,삼동,경기,25,수요일,01,16:13:00,2023
0.06,23,01,2023,건축물화재비화,산64,이은,거제,동로,경남,23,월요일,01,12:35:00,2023
0.8,22,01,2023,기타,산161,구암,원주,칠곡,전남,21,토요일,01,15:57:00,2023
0.3,21,01,2023,기타,산18-4,방이,안양,판교,전북,21,토요일,01,13:25:00,2023
0.03,21,01,2023,농산부산물소각,산48,연사,함평,봉수,경남,21,토요일,01,13:19:00,2023
0.01,21,01,2023,기타,산6-9,우산,구미,강동,강원,21,토요일,01,13:00:00,2023
0.01,12,01,2023,입산자실화,산11-2,석수,성주,청송,경기,12,목요일,01,17:14:00,2023
0.7,12,01,2023,농산부산물소각,산83-4,금송,삼척,주교,전남,12,목요일,01,13:56:00,2023
0.45,12,01,2023,입산자실화,산12-1,대원,강서,금산,경북,12,목요일,01,13:43:00,2023
9.51,13,01,2023,기타,산42-3,금봉,문경,마암,경북,12,목요일,01,12:47:00,2023
0.1,11,01,2023,기타,산138,하거노,기장,일반성,강원,11,수요일,01,11:45:00,2023
0.5,08,01,2023,기타,산16,녹산,영덕,금일,부산,08,일요일,01,04:35:00,2023
0.03,05,01,2023,기타,산22-1,과곡,금정,서생,경북,05,목요일,01,04:37:00,2023
0.02,04,01,2023,기타,245-6,대변,예천,동부,부산,04,수요일,01,16:36:00,2023
0.1,03,01,2023,기타,산60,봉산,옹진,청기,경북,03,화요일,01,13:08:00,2023
0.05,03,01,2023,기타,857-20,남산,예천,와룡,부산,03,화요일,01,08:53:00,2023
0.05,02,01,2023,기타,산44,현내,보성,우보,경북,02,월요일,01,14:30:00,2023
0.33,02,01,2023,기타,296-8,이작,경산,기장,인천,02,월요일,01,11:33:00,2023
0.09,01,01,2023,기타,산56-4,대은,울주,신등,경북,01,일요일,01,13:57:00,2023
0.02,31,12,2022,담뱃불실화,산81-2,천포,영천,유림,전남,31,토요일,12,18:28:00,2022
0.01,30,12,2022,입산자실화,산47-5,삼성,영덕,압해,경북,30,금요일,12,07:08:00,2022
0.2,30,12,2022,담뱃불실화,산219-5,덕현,강서,길안,울산,30,금요일,12,02:04:00,2022
1.3,30,12,2022,건축물화재비화,"산2-45,산55",용호,북,별내,경북,30,금요일,12,00:03:00,2022
0.1,29,12,2022,기타,산19,소월,산청,화현,경북,29,목요일,12,14:58:00,2022
2,29,12,2022,입산자실화,산25,녹산,울주,다시,부산,29,목요일,12,14:19:00,2022
0.2,28,12,2022,농산부산물소각,산145,가대,고성,대덕,울산,28,수요일,12,12:15:00,2022
